del_e_1_sim,del_e_1_mean,del_e_1_sd,del_e_1_lwr,del_e_1_upr,del_gamma_1_sim,del_gamma_1_mean,del_gamma_1_sd,del_gamma_1_lwr,del_gamma_1_upr,del_theta_1_sim,del_theta_1_mean,del_theta_1_sd,del_theta_1_lwr,del_theta_1_upr,ins_e_1_sim,ins_e_1_mean,ins_e_1_sd,ins_e_1_lwr,ins_e_1_upr,ins_gamma_1_sim,ins_gamma_1_mean,ins_gamma_1_sd,ins_gamma_1_lwr,ins_gamma_1_upr,ins_theta_1_sim,ins_theta_1_mean,ins_theta_1_sd,ins_theta_1_lwr,ins_theta_1_upr,percent_sig
0.1,0.100037664073,0.00815442360791,0.0830739646219,0.114448487707, -30,-29.6247003971,1.46589006415,-32.3847873278,-27.0296220294,1500,1491.26076266,63.7359791366,1372.82721307,1613.89720178,0.2,0.200363853952,0.00956649505682,0.183058849912,0.21851176349, -10,-9.9663131444,0.410065821711,-10.7781719702,-9.26567245848,1000,997.236009234,33.4203941218,932.888608895,1052.12007242,-
