del_e_sim,del_e_mean,del_e_sd,del_e_lwr,del_e_upr,del_scale_sim,del_scale_mean,del_scale_sd,del_scale_lwr,del_scale_upr,del_shape_sim,del_shape_mean,del_shape_sd,del_shape_lwr,del_shape_upr,del_theta_sim,del_theta_mean,del_theta_sd,del_theta_lwr,del_theta_upr,ins_e_sim,ins_e_mean,ins_e_sd,ins_e_lwr,ins_e_upr,ins_scale_sim,ins_scale_mean,ins_scale_sd,ins_scale_lwr,ins_scale_upr,ins_shape_sim,ins_shape_mean,ins_shape_sd,ins_shape_lwr,ins_shape_upr,ins_theta_sim,ins_theta_mean,ins_theta_sd,ins_theta_lwr,ins_theta_upr,percent_sig
0.1,0.100123548117,0.00228467544609,0.0960642990526,0.104691962592,12,12.7060936513,3.5645593798,7.30075254733,21.0691914116,0.5,0.500010877727,0.0666854438946,0.384319770439,0.65869441969,10000,10008.0829108,185.04344795,9676.37113745,10384.8386992,0.2,0.19980897886,0.0042818681708,0.191657865689,0.206852729889,10,11.6648967921,7.22211501874,2.69899580796,31.1095166836,0.3,0.333416602337,0.123132319284,0.192853809181,0.679685055118,5000,5008.97008268,117.531720158,4832.28358155,5269.66502996,-
