e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,percent_sig
0.01,0.0127324539017,0.0137245460594,0.0,0.0427255915777,0.05,0.0480578393843,0.00786995691197,0.029254920593,0.0569107926362,0,-0.0523338653621,0.243737426519,-0.595648567411,0.271354277808, -10,-10.1386509801,0.449943512501,-11.2114240342,-9.57311037455,0.005,0.00509578901494,0.000358892801081,0.0046525367788,0.00593204711408,0.01,0.00991566122064,0.000328649121022,0.00912134184597,0.010329264202,-
