run	imp	exit_code	ins_theta_1	ins_gamma_1	ins_e_1	del_theta_1	del_gamma_1	del_e_1	lnL	sim_ins_theta_1	sim_del_theta_1	sim_ins_gamma_1	sim_del_gamma_1	sim_ins_e_1	sim_del_e_1	model	rep
86	1	3	0.000506464646794749	-4.93127375779819	0.0223287745831826	0.000978657649489957	-14.7464725950206	0.0169855663719027	28012.0988842662	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep40
269	1	3	0.000490502991151639	-4.97517026379721	0.0196654383970231	0.000967768223937723	-13.9448907983476	0.0174051753085531	27776.9189173602	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep41
154	1	3	0.000508521795072279	-4.75343471343846	0.0220267809044429	0.000970862601890167	-14.9005178770154	0.0155954182781389	27968.7545540116	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep42
60	1	3	0.000524448268574175	-5.36220537836393	0.0213002952478104	0.000996992352203121	-15.1668400512886	0.0223003048924996	28179.3886534452	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep43
146	1	3	0.000463719056110197	-4.50044783904821	0.0140840426185112	0.000977895500531819	-14.6367609862406	0.0133551217818462	27291.9004924681	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep44
55	1	3	0.000491057262955637	-4.81743073832378	0.0210734544826969	0.00094851062546708	-14.470673466655	0.019709862611784	27272.5261089157	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep45
239	1	3	0.000507314344628284	-5.03616404976473	0.0160448761766848	0.000998819218283304	-14.9173382353869	0.0162660059139825	28291.1423409934	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep46
319	1	3	0.00048313516108319	-4.88501420509669	0.0213758320102232	0.00096457707020873	-14.3705805928128	0.0229989246593025	27176.2605512074	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep47
242	1	3	0.000510270910168614	-5.20438993367526	0.0183729753124653	0.00105124937781327	-15.9074821917126	0.0257176960305271	28589.9513672096	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep48
320	1	3	0.000490084113637931	-4.88358028372275	0.0216490700894023	0.000962864262418609	-14.731912901278	0.0180657997447873	27230.2931525787	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep49
199	1	3	0.000486730914576027	-4.97089393971949	0.0180046987639064	0.000988290301422215	-14.2620416360804	0.0170287105362537	27915.7211299947	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep50
272	1	3	0.00049448171922587	-5.07424365364193	0.018952221744379	0.00101664850334673	-15.0039406581896	0.0205383084164626	28094.6121452819	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep51
164	1	3	0.000504390092954574	-5.38417518365963	0.02788504562966	0.000987755598190919	-13.9925103050105	0.0207680356354733	28102.9380849041	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep52
50	1	3	0.000483747727032814	-4.88670162910879	0.0200300497398994	0.000981840668370398	-14.009301621649	0.018344825361043	27881.5296793019	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep53
297	1	3	0.000501689267015336	-5.03580504710003	0.0169315402767257	0.000969143123990194	-14.1594486633077	0.0183409747611879	28034.2502552777	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep54
149	1	3	0.000497257665682715	-4.83992599996927	0.0160992478407841	0.000970707368401722	-14.3762433409427	0.0160677196449239	27949.7603623217	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep55
220	1	3	0.000513693541057449	-5.19548644899823	0.0193844165450081	0.00102035457728242	-15.5493563726031	0.0210502391682015	28322.2441167178	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep56
162	1	3	0.000495650034985064	-5.06479016960307	0.0198900995199663	0.00102122189214089	-15.2777777698135	0.0236910322166837	28016.8974361026	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep57
127	1	3	0.000505935767947345	-4.8233073426395	0.019702334864553	0.0010496514787319	-15.6897128390045	0.0236865346880112	28898.9440696087	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep58
201	1	3	0.000497495847529123	-4.94536503279579	0.0198428580361163	0.00100399640541534	-14.8551864311342	0.0231044439092456	28114.6081173853	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep59
379	1	3	0.000520970341540076	-5.27416684559589	0.0279825710383885	0.000998634273821083	-15.0385954525116	0.0265013961173063	28174.5202073973	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep60
31	1	3	0.00051136139437342	-5.28152662324653	0.0155116194750264	0.00103148830573697	-14.7772115561887	0.0212611758754508	28833.9343532591	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep61
446	1	3	0.000498998296522149	-4.92727389964234	0.0173264923214402	0.000969432459531265	-14.8086871899543	0.0213788393105737	27611.6574788579	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep62
287	1	3	0.000489517802583297	-5.03234051319499	0.0196199508659911	0.000974707644540853	-14.3507317371911	0.0196443792685895	27624.4212345282	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep63
419	1	3	0.000497143253093964	-4.98716170698092	0.0220220519687923	0.000999347273719333	-15.4699490758053	0.0226798661379205	27629.504508113	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep64
221	1	3	0.000493527981434788	-4.90584576741687	0.0297681518512607	0.00100366460339601	-15.0839190347648	0.0163568209369301	27837.4025392859	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep65
499	1	3	0.000509927014892246	-5.19045712489612	0.0242618478473098	0.000999660337201836	-14.4646755660069	0.0183600747054048	28413.5389332533	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep66
133	1	3	0.000496742783396648	-5.29227759917093	0.0226310123232316	0.00101071449924882	-15.620798368571	0.0148632888949717	27576.33684264	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep67
412	1	3	0.000489724285696101	-4.72124374389344	0.0250882586354669	0.00100968650391277	-15.2061257569554	0.0238129772066101	27910.1621566208	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep68
347	1	3	0.000514302503873995	-5.22149468372712	0.0178822846070026	0.000968981288198585	-14.5348379337847	0.0202276550106859	27942.354398596	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep69
226	1	3	0.00051233188393495	-5.34526066282751	0.0304083162617613	0.00101714512242154	-15.5175182311408	0.0223872888535823	27992.3829425764	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep70
296	1	3	0.000491079713784286	-4.89315847748651	0.0234536441947119	0.00097752470586469	-14.0822112805656	0.0146652217267258	27957.1377066837	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep71
393	1	3	0.000512538647519612	-5.0971198696795	0.0177928683089756	0.00104315386966348	-16.017049969345	0.018300385797456	28609.1575984458	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep72
402	1	3	0.000510739511804022	-4.88747967877851	0.020802157311092	0.00096788999716512	-14.9515389246577	0.0215759409899965	27772.4764668115	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep73
236	1	3	0.000526910239230908	-5.39508085167541	0.015319816438708	0.000980294106569324	-14.8019702909712	0.0193187602899317	28239.1360862165	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep74
249	1	3	0.000477222046141193	-4.61903212792718	0.0246234701586095	0.00100357805701484	-15.9652150503173	0.020367809528898	27177.2293551579	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep75
84	1	3	0.000499596681591179	-5.01414062053652	0.0171208941334921	0.000985224718978046	-14.712095223256	0.0179293838963284	27963.7316321567	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep76
297	1	3	0.000512930244794707	-5.28775945374704	0.0175796069021499	0.00103713596550194	-15.4776722989142	0.0206865497294163	28642.9689636186	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep77
247	1	3	0.000493484845336943	-4.9881945423137	0.0241804963180442	0.000968314409436948	-15.2456637839987	0.0227644383740769	26984.0387646448	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep78
135	1	3	0.000505398527619388	-5.00230286672367	0.0140260061784934	0.000963228029059306	-15.3218426924777	0.0194992251143543	27354.1681209202	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep79
276	1	3	0.000493722516291687	-5.01312580355466	0.015966943859878	0.00101391818121345	-15.2265604445446	0.0236483433883758	27984.9770868014	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep80
59	1	3	0.000513226594255386	-5.3385940946348	0.0200986228847329	0.000988686588262874	-15.000855163191	0.0180118506631021	27902.9270672491	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep81
160	1	3	0.000509490511667012	-5.21836434554065	0.0184132058326073	0.00101311114633186	-15.2639664477769	0.0153498066808664	28279.1846308696	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep82
494	1	3	0.000503889519474275	-4.7808665259102	0.0211881138533173	0.00106244122389936	-16.3566227529039	0.0184085356643867	28783.0268645877	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep83
158	1	3	0.000488913546751951	-4.95523483387023	0.0180495402100989	0.000990447901473731	-15.2853547934324	0.0231216119786599	27343.3617808226	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep84
394	1	3	0.00048064486622585	-4.5830726047775	0.018669762131312	0.000977646852600003	-14.6673161746929	0.0202503038091816	27591.3260972726	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep85
301	1	3	0.000499762303318859	-5.00502705492251	0.0205836826237833	0.000996259747992017	-14.5745048618459	0.0215880286766104	28194.663973489	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep86
384	1	3	0.000498674898952718	-5.1104488677315	0.0219675386757669	0.000994291433418514	-15.2249349836028	0.0262125341459623	27576.2388328501	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep87
374	1	3	0.000507755942289466	-5.08224593091687	0.0212303945348794	0.00100405940718301	-15.6958655595011	0.0232487069324431	27798.2294507063	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep88
210	1	3	0.000500055520522894	-5.23214710212605	0.0278167263008713	0.00102707812540643	-15.9044660154715	0.0191064451113304	27748.8718634794	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep89
83	1	3	0.000505770096880936	-4.96804682935086	0.0231999499827907	0.00098332214242351	-14.7924936953728	0.0193220456376539	27929.9536831272	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep90
450	1	3	0.000508476037779844	-4.81770823906888	0.0187640667311728	0.00107540508311648	-16.1869000458728	0.0155428683045063	29250.8782279832	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep91
182	1	3	0.000511418610325379	-5.11234845581436	0.0187393652892291	0.000955271475996873	-13.9364856022046	0.0180582799679671	27984.8434568497	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep92
477	1	3	0.000486649678411267	-4.88148450044768	0.0216238649534238	0.000956269252501859	-14.7669049751768	0.0183236867702157	27068.938263901	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep93
161	1	3	0.00050890869766258	-5.27090593388565	0.0207664138636027	0.00101764685311921	-15.3644533239899	0.019699469896903	28163.3455739193	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep94
361	1	3	0.000512700183662327	-4.90339063928479	0.0220237504665288	0.000974061063270514	-14.821318102184	0.0206092144160599	28061.3209857724	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep95
109	1	3	0.000493427550659011	-5.11630605197369	0.02055264563414	0.00100407554780306	-14.8361242440617	0.0189023161751532	27912.7232007003	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep96
381	1	3	0.000515341515340796	-5.06336078010911	0.0243961194267023	0.000956542999330302	-14.8728917504231	0.0177323108045471	27654.1693299926	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep97
394	1	3	0.000508351243931663	-5.11812457838536	0.0256879697693604	0.00103502407174521	-15.7901888228788	0.0218705730356964	28320.3991567558	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep98
477	1	3	0.000484111259146171	-4.82051215157122	0.0196879885101226	0.000954438356005863	-13.5520101321259	0.0193657004928687	27676.7364385916	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep99
330	1	3	0.000515091979506789	-5.52040032146344	0.0190099637732023	0.000969256796820618	-14.9767649780053	0.0206571796415026	27457.6308510908	0.0005	0.001	 -5	 -15	0.02	0.02	full	rep100
