del_e_1_sim,del_e_1_mean,del_e_1_sd,del_e_1_lwr,del_e_1_upr,del_gamma_1_sim,del_gamma_1_mean,del_gamma_1_sd,del_gamma_1_lwr,del_gamma_1_upr,del_theta_1_sim,del_theta_1_mean,del_theta_1_sd,del_theta_1_lwr,del_theta_1_upr,ins_e_1_sim,ins_e_1_mean,ins_e_1_sd,ins_e_1_lwr,ins_e_1_upr,ins_gamma_1_sim,ins_gamma_1_mean,ins_gamma_1_sd,ins_gamma_1_lwr,ins_gamma_1_upr,ins_theta_1_sim,ins_theta_1_mean,ins_theta_1_sd,ins_theta_1_lwr,ins_theta_1_upr,percent_sig
0.02,0.0198342660744,0.00283077756186,0.014743903585,0.0249571305312, -15,-14.9961976061,0.5612821106,-16.1757766086,-13.9404780704,0.001,0.000996575742014,2.68085855674e-05,0.000954834088002,0.00105617065134,0.02,0.0205150059332,0.0031943257085,0.0146710351831,0.0279362464692, -5,-4.99307515904,0.200003877574,-5.38990065937,-4.60015337827,0.0005,0.000499725556484,1.1927543651e-05,0.000478044028476,0.00052275390231,-
