e_sim,e_mean,e_sd,e_lwr,e_upr,scale_sim,scale_mean,scale_sd,scale_lwr,scale_upr,shape_sim,shape_mean,shape_sd,shape_lwr,shape_upr,theta_sim,theta_mean,theta_sd,theta_lwr,theta_upr,percent_sig,reduction
0.05,0.0503720820727,0.00327532842637,0.0448988793313,0.0574135044466,50,79.7836395543,82.7990154969,22.6622435415,340.771940604,0.3,0.299050451178,0.0509323447878,0.197561898297,0.392497884142,0.005,0.00509582946896,0.00033383378027,0.00460758763811,0.00595858087849,100.0,no_pol
0.05,0.0503720820727,0.00327532842637,0.0448988793313,0.0574135044466,50,79.7836395543,82.7990154969,22.6622435415,340.771940604,0.3,0.299050451178,0.0509323447878,0.197561898297,0.392497884142,0.005,0.00509582946896,0.00033383378027,0.00460758763811,0.00595858087849,100.0,1_class
