e_sim,e_mean,e_sd,e_lwr,e_upr,scale_sim,scale_mean,scale_sd,scale_lwr,scale_upr,shape_sim,shape_mean,shape_sd,shape_lwr,shape_upr,theta_sim,theta_mean,theta_sd,theta_lwr,theta_upr,percent_sig,reduction
0.05,0.0502494465472,0.0020953867418,0.0463609899381,0.054556765689,50,59.5514435826,41.2286242502,30.8023552804,232.014283849,0.3,0.299557434954,0.0250520478256,0.224969654818,0.342860589873,0.005,0.005047245117,0.000209841508622,0.00479412752564,0.00579298595028,100.0,no_pol
0.05,0.0502494465472,0.0020953867418,0.0463609899381,0.054556765689,50,59.5514435826,41.2286242502,30.8023552804,232.014283849,0.3,0.299557434954,0.0250520478256,0.224969654818,0.342860589873,0.005,0.005047245117,0.000209841508622,0.00479412752564,0.00579298595028,100.0,1_class
