run	imp	exit_code	theta_1	gamma_1	e_1	theta_2	gamma_2	e_2	lnL	sim_theta_1	sim_theta_2	sim_gamma_1	sim_gamma_2	sim_e_1	sim_e_2	model	rep
491	1	3	0.010246298647195	-19.1572831550083	0.00752473045137259	0.00476099182328949	-4.89193535292575	0.0552481792556958	186877.427558039	0.005	0.01	 -5	 -20	0.05	0.01	full	rep1
451	1	3	0.00763795316963257	-6.23138766661333	0.0453499670777176	0.00763795316963257	-27.9148910830841	0	186862.065595813	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep1
471	1	3	0.0100429204938489	-20.9733089591938	0.00880542127941094	0.0051297731883142	-5.10677261190114	0.046889923400427	185307.177318024	0.005	0.01	 -5	 -20	0.05	0.01	full	rep2
289	1	3	0.00768593136279572	-6.30739827542343	0.0419606352360322	0.00768593136279572	-29.6030236061667	0	185293.25714418	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep2
326	1	3	0.0101162930254056	-20.3781508052821	0.0100931182376277	0.0049091934956468	-4.92266401521436	0.0458833109926681	184646.031580581	0.005	0.01	 -5	 -20	0.05	0.01	full	rep3
363	1	3	0.0076517967652917	-6.22227079736644	0.0415395609988188	0.0076517967652917	-29.9298507576108	0	184631.37320499	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep3
71	1	3	0.00461264893469378	-4.87539493478876	0.0566824937180359	0.0103132170135309	-18.7860233055639	0.00593996230114136	186000.372888796	0.005	0.01	 -5	 -20	0.05	0.01	full	rep4
458	1	3	0.00755982729863956	-6.26900687008597	0.0445161222749104	0.00755982729863956	-26.9096509852858	0	185982.527651743	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep4
455	1	3	0.0101871754366025	-19.6873974020014	0.00456309118571432	0.00491488673901268	-5.03541569466541	0.0553169235207789	186782.892625404	0.005	0.01	 -5	 -20	0.05	0.01	full	rep5
416	1	3	0.0076426461369584	-27.739871449246	0	0.0076426461369584	-6.30297248934477	0.0437547625776972	186766.193514874	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep5
82	1	3	0.00994655706724552	-21.6618763764811	0.015042620555946	0.00516625503033596	-4.96377627339037	0.0398848424166183	184018.602694858	0.005	0.01	 -5	 -20	0.05	0.01	full	rep6
455	1	3	0.00760869414541196	-29.9233418532452	0	0.00760869414541196	-6.14827517681517	0.0420604493119341	184004.167027144	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep6
453	1	3	0.0107850803409807	-18.2767734082009	0.0243450477872579	0.0041096798159123	-4.34752293800145	0.0384671182552448	185844.394709103	0.005	0.01	 -5	 -20	0.05	0.01	full	rep7
151	1	3	0.00753491140235481	-6.09273963110281	0.0475078287108623	0.00753491140235481	-27.3575073479623	0.000456719558042626	185823.659929111	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep7
129	1	3	0.0103849649816663	-19.0077795426805	0.0168239728378732	0.00462225858559466	-4.86652376854243	0.0419079822364685	186368.83526061	0.005	0.01	 -5	 -20	0.05	0.01	full	rep8
361	1	3	0.00759790989143841	-6.30241195873199	0.0438716499163995	0.00759790989143841	-27.1755410543543	0	186354.650375535	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep8
240	1	3	0.00939457763890434	-22.4333187976667	0.00818550194904827	0.0057634593052611	-5.28473193490767	0.0441158251211326	185929.94753762	0.005	0.01	 -5	 -20	0.05	0.01	full	rep9
28	1	3	0.00769636529986033	-30.2365880595782	0	0.00769636529986033	-6.15182845273567	0.0415378270997473	185922.458535843	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep9
348	1	3	0.0111288454285454	-16.5928206291875	0.0138094979261139	0.00357293437327273	-4.11602977485415	0.0580596010490472	186450.766842767	0.005	0.01	 -5	 -20	0.05	0.01	full	rep10
121	1	3	0.00744808650340142	-25.3459163417753	0	0.00744808650340142	-6.11673431486405	0.0479694434820167	186424.961903387	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep10
174	1	3	0.0101680675467755	-22.4196276429176	0.00354461386463772	0.00550224483350133	-5.2675445031783	0.0541135577478863	188856.589282513	0.005	0.01	 -5	 -20	0.05	0.01	full	rep11
375	1	3	0.00793543231642064	-31.4754677790376	0	0.00793543231642064	-6.37843574030166	0.0441875327644899	188840.55157915	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep11
301	1	3	0.0103294823149857	-18.3616323126849	0.0113180681284836	0.0045000580611312	-4.84944957274114	0.0497028226019386	185497.764640985	0.005	0.01	 -5	 -20	0.05	0.01	full	rep12
297	1	3	0.00749035394185303	-25.8996358425895	0	0.00749035394185303	-6.28636092206315	0.0441693631245937	185482.579878774	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep12
201	1	3	0.00458391724099326	-4.83447267649891	0.0646222414509747	0.00999365312074787	-18.0809071702395	0	184308.594629045	0.005	0.01	 -5	 -20	0.05	0.01	full	rep13
238	1	3	0.00741982563229289	-6.13809037014233	0.0448963185385416	0.00741982563229289	-26.1269352995891	0	184290.486733864	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep13
301	1	3	0.0106111859742271	-19.1308194314715	0.0142592361801167	0.00447767805576763	-4.61254273593402	0.0481473323095559	187028.944821192	0.005	0.01	 -5	 -20	0.05	0.01	full	rep14
450	1	3	0.00760168524696258	-27.587270177915	0	0.00760168524696258	-6.15243823088321	0.0456240976631531	187008.347421528	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep14
394	1	3	0.00961204564082111	-20.2457963314015	0	0.00543491686062292	-5.33181788882587	0.0549167347133494	187175.976027611	0.005	0.01	 -5	 -20	0.05	0.01	full	rep15
321	1	3	0.00763121311061972	-6.29472773831549	0.0426595390535179	0.00763121311061972	-27.3104897846836	0	187164.841251078	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep15
96	1	3	0.00473421736715731	-4.78241375058292	0.0653664938297434	0.0103081913961032	-19.9869521422576	0	185009.136563933	0.005	0.01	 -5	 -20	0.05	0.01	full	rep16
106	1	3	0.00759132226658735	-28.7626016124269	0	0.00759132226658735	-6.15165567357771	0.0464518849133977	184982.444038175	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep16
