run	imp	exit_code	theta_1	gamma_1	e_1	theta_2	gamma_2	e_2	lnL	sim_theta_1	sim_theta_2	sim_gamma_1	sim_gamma_2	sim_e_1	sim_e_2	model	rep
491	1	3	0.010246298647195	-19.1572831550083	0.00752473045137259	0.00476099182328949	-4.89193535292575	0.0552481792556958	186877.427558039	0.005	0.01	 -5	 -20	0.05	0.01	full	rep1
417	1	3	0.0130419482628853	-10.5345212033145	0	0.000245506265424915	5000	0	186803.241331211	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep1
471	1	3	0.0100429204938489	-20.9733089591938	0.00880542127941094	0.0051297731883142	-5.10677261190114	0.046889923400427	185307.177318024	0.005	0.01	 -5	 -20	0.05	0.01	full	rep2
418	1	3	0.000230689193162607	4912.69857472466	0	0.0129723552644182	-10.5164824445341	0	185214.006397713	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep2
326	1	3	0.0101162930254056	-20.3781508052821	0.0100931182376277	0.0049091934956468	-4.92266401521436	0.0458833109926681	184646.031580581	0.005	0.01	 -5	 -20	0.05	0.01	full	rep3
478	1	3	0.000232078057301781	4966.08072669519	0	0.0128737510724476	-10.4198697787775	0	184555.962304386	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep3
71	1	3	0.00461264893469378	-4.87539493478876	0.0566824937180359	0.0103132170135309	-18.7860233055639	0.00593996230114136	186000.372888796	0.005	0.01	 -5	 -20	0.05	0.01	full	rep4
299	1	3	0.0130265725001589	-10.5635083674991	0	0.000238044259666579	5000	0	185928.001391546	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep4
455	1	3	0.0101871754366025	-19.6873974020014	0.00456309118571432	0.00491488673901268	-5.03541569466541	0.0553169235207789	186782.892625404	0.005	0.01	 -5	 -20	0.05	0.01	full	rep5
35	1	3	0.000236518028962149	4889.71232728908	0	0.0130965118693902	-10.5918482752868	0	186706.107953638	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep5
82	1	3	0.00994655706724552	-21.6618763764811	0.015042620555946	0.00516625503033596	-4.96377627339037	0.0398848424166183	184018.602694858	0.005	0.01	 -5	 -20	0.05	0.01	full	rep6
105	1	3	0.0127205189185689	-10.2299318212108	0	0.000233924172709288	4918.32139385327	0	183904.605498095	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep6
453	1	3	0.0107850803409807	-18.2767734082009	0.0243450477872579	0.0041096798159123	-4.34752293800145	0.0384671182552448	185844.394709103	0.005	0.01	 -5	 -20	0.05	0.01	full	rep7
107	1	3	0.000259477593091086	5000	0	0.0128471855815942	-10.3882478413097	0	185737.374281161	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep7
129	1	3	0.0103849649816663	-19.0077795426805	0.0168239728378732	0.00462225858559466	-4.86652376854243	0.0419079822364685	186368.83526061	0.005	0.01	 -5	 -20	0.05	0.01	full	rep8
107	1	3	0.000234317887294056	5000	0	0.0130110100968795	-10.4797717875291	0	186271.643700088	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep8
240	1	3	0.00939457763890434	-22.4333187976667	0.00818550194904827	0.0057634593052611	-5.28473193490767	0.0441158251211326	185929.94753762	0.005	0.01	 -5	 -20	0.05	0.01	full	rep9
484	1	3	0.000232763348697492	4767.68320497844	0	0.0128255483252235	-10.184355146831	0	185834.539109696	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep9
348	1	3	0.0111288454285454	-16.5928206291875	0.0138094979261139	0.00357293437327273	-4.11602977485415	0.0580596010490472	186450.766842767	0.005	0.01	 -5	 -20	0.05	0.01	full	rep10
382	1	3	0.0129817263374091	-10.5301513103027	0	0.000257018922819223	5000	0	186381.507809492	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep10
174	1	3	0.0101680675467755	-22.4196276429176	0.00354461386463772	0.00550224483350133	-5.2675445031783	0.0541135577478863	188856.589282513	0.005	0.01	 -5	 -20	0.05	0.01	full	rep11
126	1	3	0.0132798390872668	-10.7578552870797	0	0.000246981995571618	4280.99456486038	0	188762.8854785	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep11
301	1	3	0.0103294823149857	-18.3616323126849	0.0113180681284836	0.0045000580611312	-4.84944957274114	0.0497028226019386	185497.764640985	0.005	0.01	 -5	 -20	0.05	0.01	full	rep12
294	1	3	0.0129733323542431	-10.4998850970188	0	0.000233592459401968	4554.58062823359	0	185412.793095646	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep12
201	1	3	0.00458391724099326	-4.83447267649891	0.0646222414509747	0.00999365312074787	-18.0809071702395	0	184308.594629045	0.005	0.01	 -5	 -20	0.05	0.01	full	rep13
382	1	3	0.0128346190396096	-10.4120559285743	0	0.000240062765166032	5000	0	184251.939711838	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep13
301	1	3	0.0106111859742271	-19.1308194314715	0.0142592361801167	0.00447767805576763	-4.61254273593402	0.0481473323095559	187028.944821192	0.005	0.01	 -5	 -20	0.05	0.01	full	rep14
417	1	3	0.012989276375326	-10.4506257384122	0	0.000250176439739177	5000	0	186935.289380644	0.005	0.01	 -5	 -20	0.05	0.01	reduced	rep14
394	1	3	0.00961204564082111	-20.2457963314015	0	0.00543491686062292	-5.33181788882587	0.0549167347133494	187175.976027611	0.005	0.01	 -5	 -20	0.05	0.01	full	rep15
