del_e_1_sim,del_e_1_mean,del_e_1_sd,del_e_1_lwr,del_e_1_upr,del_gamma_1_sim,del_gamma_1_mean,del_gamma_1_sd,del_gamma_1_lwr,del_gamma_1_upr,del_theta_1_sim,del_theta_1_mean,del_theta_1_sd,del_theta_1_lwr,del_theta_1_upr,ins_e_1_sim,ins_e_1_mean,ins_e_1_sd,ins_e_1_lwr,ins_e_1_upr,ins_gamma_1_sim,ins_gamma_1_mean,ins_gamma_1_sd,ins_gamma_1_lwr,ins_gamma_1_upr,ins_theta_1_sim,ins_theta_1_mean,ins_theta_1_sd,ins_theta_1_lwr,ins_theta_1_upr,percent_sig
0.04,0.0400791159906,0.0039159064819,0.0329431028906,0.0477454602832, -15,-15.060330913,0.538176590985,-15.948767511,-14.0404127326,0.001,0.00100218727973,2.43348281643e-05,0.000952095991307,0.0010552343487,0.08,0.0804242500266,0.00576193437582,0.0706643812345,0.0914641724134, -5,-4.96542009765,0.18239037622,-5.31454958549,-4.60544702163,0.0005,0.000499852516187,1.29429733256e-05,0.000476999035864,0.000527532412979,-
