run	imp	exit_code	ins_theta_1	ins_gamma_1	ins_e_1	del_theta_1	del_gamma_1	del_e_1	lnL	sim_ins_theta_1	sim_del_theta_1	sim_ins_gamma_1	sim_del_gamma_1	sim_ins_e_1	sim_del_e_1	model	rep
407	1	3	0.000485441483274313	-4.60016442105758	0.0789783704854378	0.000992360699980858	-14.3902048217682	0.0403058812816444	27516.0582128432	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep27
233	1	3	0.000505606324417429	-5.19897772994085	0.0785247566612676	0.000985114562026795	-13.9490212619299	0.0388476743995863	27726.3514229756	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep28
189	1	3	0.000489437932690613	-4.9370215364209	0.0764034923717456	0.00100983322023044	-15.1201507559771	0.0450872823841233	27136.5118369595	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep29
121	1	3	0.000483845062849194	-4.89472299972014	0.0706302865705006	0.00100556995301132	-14.4535121785151	0.036766247440111	27497.778226467	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep30
416	1	3	0.000516223356699174	-5.0841182101622	0.0808581519392574	0.00102460883161433	-16.731029432229	0.0412203689743416	27196.0382086532	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep31
210	1	3	0.000491240112182048	-4.71168011093551	0.0778352041809967	0.00102328908731876	-15.0633331095877	0.040865552503287	27795.6211665058	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep32
235	1	3	0.00050273137753205	-5.11737340715984	0.0916849201717293	0.000993953573995621	-14.5934398195918	0.0399822788477002	27327.9614824167	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep33
192	1	3	0.000487580192435532	-4.9550657858491	0.0846380259025299	0.00102690934167634	-15.5024565109817	0.0407379479907393	27235.7645369979	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep34
450	1	3	0.000485734477393951	-4.93275152560215	0.0792942564071882	0.000958210042222763	-14.5928127640765	0.0367216616975651	26478.9792526793	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep35
239	1	3	0.000497937402580316	-4.76657039426889	0.0770895168197385	0.00100504621796298	-15.6302626028122	0.0393915806138912	27315.7592623247	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep36
500	1	3	0.000519264010784966	-5.11796650063557	0.0818133884936932	0.000995832945223146	-14.6259259261989	0.0374438194270866	27984.0190460667	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep37
435	1	3	0.000504682651512772	-5.04845901025171	0.0667627676581567	0.00100243656133673	-15.0631518325373	0.036694574114412	27533.7659701818	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep38
421	1	3	0.000504167611830104	-5.2207046302271	0.0825361657277027	0.000976875206482703	-13.7741057058412	0.0410378506119202	27503.3661755084	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep39
38	1	3	0.000505930210740885	-4.9234816304043	0.0779747808110758	0.00100777390545979	-15.4270887989115	0.0406614132829031	27543.7037145145	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep40
21	1	3	0.000500025069243921	-4.9010450200088	0.0884510448472367	0.00100170019368092	-15.0800981717176	0.0354302914579503	27385.2191372722	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep41
448	1	3	0.00048326076638451	-4.64813065466659	0.0801918168812431	0.00100239858669804	-15.0288320317233	0.0381206508239404	27235.9884370504	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep42
378	1	3	0.000499057259200281	-5.18503021138582	0.072623100103537	0.000985293071397636	-14.7962882626378	0.0378664454861843	27067.3838904153	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep43
193	1	3	0.000498724752725192	-5.13473280219642	0.0809247392945879	0.000964910987131066	-14.1353325921014	0.0390004571544144	27047.4624301862	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep44
483	1	3	0.000506676166467801	-4.99223268878477	0.0734644666650444	0.00102093449008694	-15.4781377498821	0.0408630919680862	27665.9060071818	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep45
181	1	3	0.000474860239315503	-4.58044809080855	0.0772044219370429	0.0010305688771349	-15.8433463609375	0.0383999154729167	27129.4587488401	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep46
248	1	3	0.000497155673725061	-5.08622266246573	0.0765007622107407	0.00105817613454258	-15.6611917051665	0.0456183057281537	27908.3999949309	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep47
171	1	3	0.000509867155478149	-4.98148192110438	0.0756061514142933	0.00100735177607107	-14.5577431579488	0.0422310305942756	28020.5757370269	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep48
111	1	3	0.000505528643065713	-5.00380416920895	0.0798771157950784	0.000974687371875828	-14.4317540152455	0.0346368237986522	27426.2425293979	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep49
192	1	3	0.000514735436950669	-5.05756094628558	0.0869458618507487	0.000994958668940989	-15.2777704461914	0.0363289192385882	27429.3993939208	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep50
55	1	3	0.000509580885963845	-5.01885891014782	0.0853613182713706	0.000988147525677864	-15.1160019665108	0.0394567978805883	27205.8297104747	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep51
22	1	3	0.00050321478540489	-5.03733740806252	0.0857382191352337	0.00102312627590095	-15.5608102543918	0.0355941527533482	27562.7620782644	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep52
130	1	3	0.000497416760168378	-4.75842080847235	0.0792799331198083	0.0010067011654928	-14.9891371352273	0.043179246372051	27554.2615854046	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep53
59	1	3	0.000489186007000851	-4.73022832514323	0.0968255402554828	0.00102576280203023	-15.3278892039109	0.0438286084719861	27413.9693340938	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep54
304	1	3	0.000498317504557893	-4.89224077524774	0.091220188049012	0.000995472467029031	-15.278888576588	0.0371509998814837	27158.6749338342	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep55
213	1	3	0.000509706547605418	-5.07898187594918	0.078530288798299	0.000999902599583216	-14.4361567241283	0.0405024629158751	27890.4889003825	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep56
493	1	3	0.000489436536733102	-4.80274229723087	0.086603127204592	0.00101711449567844	-15.0738741349635	0.0409728004813287	27430.8932993825	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep57
364	1	3	0.000511965516796785	-5.20689923311474	0.0708810251455524	0.0010579939058116	-15.0367453043337	0.0420585485826853	28631.7323508967	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep58
243	1	3	0.000523926070751409	-5.17347248631151	0.0707020648104059	0.00102484806015417	-14.7559729000223	0.0404414502040305	28578.4635480039	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep59
145	1	3	0.000508470273517662	-4.9390511872621	0.074464015010871	0.000970688878659548	-14.6063654085484	0.0388026090827035	27340.5013260813	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep60
323	1	3	0.000525588193272731	-5.18838322297239	0.0802679321625562	0.00100261094080825	-15.1483344285749	0.0469259229815417	27802.4987510932	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep61
377	1	3	0.000512526767733984	-4.85876709802069	0.0729990616377774	0.00101080649100973	-15.763099117957	0.0360600211003781	27706.3421454128	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep62
357	1	3	0.000484307013914174	-4.63257604035272	0.0710751273415215	0.00103245886854425	-14.9445184205688	0.0411353099148816	27906.67905387	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep63
190	1	3	0.000504851039951385	-5.11402824897047	0.084652807570663	0.0010135483265818	-15.4752004730891	0.0391278187438996	27339.5561988531	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep64
138	1	3	0.000491765316250946	-4.95878824886085	0.0738270476282585	0.00094875433702805	-14.1057079310196	0.047680185556654	26676.7216931137	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep65
129	1	3	0.000504562948196198	-5.11069992027152	0.0783946733479104	0.000996068699712026	-15.0182414511807	0.039236591572838	27351.5414145535	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep66
226	1	3	0.000502906603503718	-4.78742598096964	0.0793138674428326	0.00100190517639834	-14.5379580666513	0.0292862746807469	28017.3059733023	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep67
319	1	3	0.000504573986430904	-5.32200586800898	0.076737374859318	0.000951636354329237	-14.3852573380577	0.0482270160974079	26530.3128204721	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep68
167	1	3	0.000514337939701477	-4.97228154000887	0.0770135859552445	0.000994868976038325	-15.1727784625955	0.0397982892790957	27566.7755435002	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep69
253	1	3	0.000502950583853939	-4.96500720704184	0.0781617671970758	0.000970151962683585	-14.5376443750024	0.0325419733162969	27215.3436602137	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep70
468	1	3	0.000495328397048287	-5.2153974734126	0.0795698650502055	0.000982652221694163	-15.1747431015324	0.0333864566307058	26665.9062729982	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep71
479	1	3	0.000488372941681952	-4.67538617011876	0.0740672135488501	0.000952604011124535	-14.3783678851488	0.0399045572488678	26767.3149050221	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep72
227	1	3	0.000502435135867299	-5.08883925231665	0.0820295929983899	0.00099982480573035	-15.4824788168128	0.0438386839924279	26967.4464430813	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep73
72	1	3	0.000502704055252297	-5.10916701296581	0.0830164103457314	0.00102815149856208	-15.5814579974377	0.0478045183692112	27463.8664468077	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep74
61	1	3	0.000515434689591745	-5.01861628506405	0.0747511674604661	0.0010231700519649	-15.7952454683634	0.0377747252088469	27830.0030115091	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep75
106	1	3	0.000487295791852654	-4.72637703814663	0.0811499713026258	0.001006696525795	-14.9723018702172	0.040910570908931	27357.9813742751	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep76
241	1	3	0.000480402662447419	-4.68627543882021	0.0840474423042008	0.00101139969692222	-15.3773688304375	0.036449019851281	27110.3353674091	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep77
109	1	3	0.000510815234671596	-5.10394199717643	0.0759609217686445	0.000983696569739015	-14.3383278143365	0.0351909978912566	27696.4528774822	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep78
41	1	3	0.000524353779046076	-5.09006095152217	0.0855055600947611	0.00106402578559866	-15.6572923022203	0.0451531505555194	28658.7249549951	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep79
198	1	3	0.000508446753211656	-5.08669209419558	0.0854346744876738	0.00099175931124869	-14.8184968360777	0.0371675358465839	27417.6554154053	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep80
77	1	3	0.000529291468904076	-5.07202536265138	0.0850623941841996	0.000999127455608084	-15.3175940201872	0.0423091488168915	27808.677072941	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep81
170	1	3	0.000478678975839116	-4.9286195350563	0.0740543032760377	0.000989193406100146	-15.2579026989745	0.0348750346117275	26532.8932986556	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep82
473	1	3	0.000499549999719106	-5.04673924025671	0.0795663962531694	0.000997936334165119	-14.7703461187444	0.0381624140896011	27437.501949769	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep83
148	1	3	0.000486075331643409	-5.00404597994072	0.0879110839654392	0.000991747025533432	-14.662969812572	0.0488939157558838	26911.3470877262	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep84
72	1	3	0.000500479607650578	-5.03278494051797	0.0773420575732562	0.000998516221943332	-15.348165847342	0.0422093655511682	27115.1227462859	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep85
30	1	3	0.000501250477445171	-4.94922097516152	0.0874485447506034	0.00098568783854009	-14.6413933995266	0.0437863785396853	27324.3156375711	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep86
54	1	3	0.000501342945328719	-5.0350744266263	0.0769715999184244	0.00104211464618792	-16.0024886267732	0.0457348608660529	27554.5754701794	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep87
478	1	3	0.000491678352785835	-4.92189817797199	0.0877322588962422	0.000977004729307969	-14.7979144575124	0.033555303198726	26889.6719521348	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep88
390	1	3	0.000500076788593845	-5.07659497326714	0.0736294614545293	0.0010165230720086	-14.5454772736646	0.0422387326743073	27938.3279108243	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep89
104	1	3	0.000479012558214812	-4.84005676926708	0.0726391216713178	0.000977334168326448	-14.7992132896701	0.0308967160091382	26715.6145035349	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep90
128	1	3	0.000496156388255644	-5.30630843111998	0.0747219414178022	0.00100851688063976	-15.0727298280331	0.0446139529917521	27090.2885359177	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep91
483	1	3	0.000479649322484609	-4.78784901342926	0.0856939125313746	0.000990139012589767	-14.4754350800507	0.0416157961548972	27020.2070883905	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep92
304	1	3	0.000486039062538132	-4.86624352900958	0.085175204339265	0.00100059673296472	-14.8881574199438	0.0423815669018149	27105.3821932409	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep93
308	1	3	0.000496252103894214	-5.05080460335565	0.0780135639462975	0.00104517815495629	-15.673113683734	0.0340340260153225	27714.6724316263	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep94
312	1	3	0.000486405409223776	-4.96365123606877	0.0693072642212427	0.000989693117383976	-15.072613046179	0.036338916966106	26865.2813345217	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep95
4	1	3	0.000480859459678225	-4.75735428349315	0.089940127013875	0.00100175887019623	-15.2681185251279	0.0425851605807359	26806.0253587281	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep96
261	1	3	0.000509312734510407	-4.70843704621777	0.0819991461802662	0.00098990148248013	-15.0852692965556	0.0438740441364925	27550.5419814602	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep97
477	1	3	0.000519619539628944	-5.3290641242826	0.0776270752121468	0.000984762687165135	-14.7320803750087	0.0461334121560315	27448.0304460054	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep98
277	1	3	0.000517267532663673	-4.94829126340239	0.0839462977936373	0.000951058034404261	-14.0831322038304	0.0351289001339851	27452.7917561158	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep99
401	1	3	0.000532280332010035	-5.12344150496207	0.0771637436808992	0.00103443122564908	-15.8230175901201	0.0354014083766252	28384.8896891404	0.0005	0.001	 -5	 -15	0.08	0.04	full	rep100
