del_e_sim,del_e_mean,del_e_sd,del_e_lwr,del_e_upr,del_scale_sim,del_scale_mean,del_scale_sd,del_scale_lwr,del_scale_upr,del_shape_sim,del_shape_mean,del_shape_sd,del_shape_lwr,del_shape_upr,del_theta_sim,del_theta_mean,del_theta_sd,del_theta_lwr,del_theta_upr,ins_e_sim,ins_e_mean,ins_e_sd,ins_e_lwr,ins_e_upr,ins_scale_sim,ins_scale_mean,ins_scale_sd,ins_scale_lwr,ins_scale_upr,ins_shape_sim,ins_shape_mean,ins_shape_sd,ins_shape_lwr,ins_shape_upr,ins_theta_sim,ins_theta_mean,ins_theta_sd,ins_theta_lwr,ins_theta_upr,percent_sig
0.04,0.0398333522771,0.00139685497372,0.0373559253338,0.0425356167071,50,51.201563118,10.8600698411,33.3006675592,73.9240043467,0.25,0.250623830162,0.0145025098536,0.223724811743,0.28095764812,0.001,0.00100045472015,1.82865197778e-05,0.000966180079534,0.00103372855653,0.08,0.0797173976145,0.00237708835896,0.0752826133588,0.084004345637,10,10.4465253707,2.86949195406,6.44548347542,16.4478735062,0.5,0.507890462401,0.0696565569857,0.397948954934,0.635674792664,0.0005,0.000501028656581,8.52945163898e-06,0.000484713274879,0.000516467791764,-
