e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,percent_sig
0.01,0.0237552622573,0.0318826528827,0.0,0.0976251100882,0.05,0.039869386322,0.0227009279767,0.0,0.0741900743831,0,-1.35038354012,5.14487969973,-19.3952240905,1.20263739308, -10,-10.8424193947,4.93385075608,-20.5259317329,-1.62303225138,0.005,0.00547963442661,0.00136815859114,0.00313695395928,0.00826058486233,0.01,0.00973018912913,0.00102886414044,0.00787651431323,0.0115352154239,-
