e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,percent_sig,reduction
0.01,0.017453229632,0.0255074295708,0.0,0.0699978642325,0.05,0.0445744279339,0.020279096941,0.0,0.0719604727854,0,-2.56314984765,6.18541738974,-21.5955468999,1.28776791206, -10,-9.38538538828,3.77959754086,-15.0367467691,-1.38391957761,0.005,0.00552647018664,0.00126497828125,0.00334361153168,0.00750784513672,0.01,0.00956392691829,0.0011983050675,0.00741545152364,0.0117684083381,100.0,1class
0.01,0.017453229632,0.0255074295708,0.0,0.0699978642325,0.05,0.0445744279339,0.020279096941,0.0,0.0719604727854,0,-2.56314984765,6.18541738974,-21.5955468999,1.28776791206, -10,-9.38538538828,3.77959754086,-15.0367467691,-1.38391957761,0.005,0.00552647018664,0.00126497828125,0.00334361153168,0.00750784513672,0.01,0.00956392691829,0.0011983050675,0.00741545152364,0.0117684083381,12.0,equal_t
0.01,0.017453229632,0.0255074295708,0.0,0.0699978642325,0.05,0.0445744279339,0.020279096941,0.0,0.0719604727854,0,-2.56314984765,6.18541738974,-21.5955468999,1.28776791206, -10,-9.38538538828,3.77959754086,-15.0367467691,-1.38391957761,0.005,0.00552647018664,0.00126497828125,0.00334361153168,0.00750784513672,0.01,0.00956392691829,0.0011983050675,0.00741545152364,0.0117684083381,0.0,equal_e
