run	imp	exit_code	data_1_theta_1	data_1_gamma_1	data_1_e_1	data_1_theta_2	data_1_gamma_2	data_1_e_2	lnL	sim_theta_1	sim_theta_2	sim_gamma_1	sim_gamma_2	sim_e_1	sim_e_2
25	3	3	557.198824135845	-20.981043694685	2.64233079860787e-16	29.7626866591684	-5.90346118266622	2.22044604925031e-18	1800.7124473537	500	100	 -25	 -10	0.0	0.0
28	2	3	563.164712641852	-41.8949760265587	0	167.223119217589	-9.68217285285734	0	1750.1287131887	500	100	 -25	 -10	0.0	0.0
58	3	3	90.940878913997	-12.0385806358557	4.44089209850063e-18	552.297609578281	-27.6997349653974	1.99840144432528e-17	1687.68779017469	500	100	 -25	 -10	0.0	0.0
14	3	3	3639.0747177342	-500	2.22044604925031e-18	241.029933516529	-10.9976946481065	0.00328624686096362	1672.57402211271	500	100	 -25	 -10	0.0	0.0
69	1	3	302.434482816954	-12.0225607342856	6.66133814775094e-18	3370.02165469769	-500	2.66453525910038e-17	1869.45007873025	500	100	 -25	 -10	0.0	0.0
14	3	3	3639.0747177342	-500	2.22044604925031e-18	241.029933516529	-10.9976946481065	0.00328624686096362	1672.57402211271	500	100	 -25	 -10	0.0	0.0
20	3	3	561.392197206829	-20.6225537958866	8.43769498715119e-17	24.3753039113259	-7.06648829375318	4.44089209850063e-18	1791.85029736243	500	100	 -25	 -10	0.0	0.0
20	3	3	561.392197206829	-20.6225537958866	8.43769498715119e-17	24.3753039113259	-7.06648829375318	4.44089209850063e-18	1791.85029736243	500	100	 -25	 -10	0.0	0.0
62	2	3	57.2533170244063	-16.3925857918698	3.77475828372553e-17	466.087446759196	-16.3925871150146	3.41948691584548e-16	1801.70227465487	500	100	 -25	 -10	0.0	0.0
63	3	3	563.629538163959	-35.0044779935632	0	99.7820326379661	-9.6886400264946	0	1554.93411312097	500	100	 -25	 -10	0.0	0.0
63	3	3	563.629538163959	-35.0044779935632	0	99.7820326379661	-9.6886400264946	0	1554.93411312097	500	100	 -25	 -10	0.0	0.0
59	3	3	1837.06069107586	-500	6.66133814775094e-18	384.001388660642	-15.0178395452382	3.5527136788005e-17	1708.51553417932	500	100	 -25	 -10	0.0	0.0
59	3	3	1837.06069107586	-500	6.66133814775094e-18	384.001388660642	-15.0178395452382	3.5527136788005e-17	1708.51553417932	500	100	 -25	 -10	0.0	0.0
59	3	3	1837.06069107586	-500	6.66133814775094e-18	384.001388660642	-15.0178395452382	3.5527136788005e-17	1708.51553417932	500	100	 -25	 -10	0.0	0.0
70	3	3	582.905383656051	-20.3527892649091	5.10702591327572e-17	1	0.866208284672439	0	1744.6012727322	500	100	 -25	 -10	0.0	0.0
20	2	3	467.803410185088	-16.4141718484293	2.22044604925031e-18	1631.54983693085	-500	0	1928.85435722697	500	100	 -25	 -10	0.0	0.0
31	3	3	397.560260448316	-15.2309796236809	2.88657986402541e-17	1415.58109845413	-500	4.44089209850063e-18	1660.42398296628	500	100	 -25	 -10	0.0	0.0
31	3	3	397.560260448316	-15.2309796236809	2.88657986402541e-17	1415.58109845413	-500	4.44089209850063e-18	1660.42398296628	500	100	 -25	 -10	0.0	0.0
31	3	3	397.560260448316	-15.2309796236809	2.88657986402541e-17	1415.58109845413	-500	4.44089209850063e-18	1660.42398296628	500	100	 -25	 -10	0.0	0.0
31	3	3	397.560260448316	-15.2309796236809	2.88657986402541e-17	1415.58109845413	-500	4.44089209850063e-18	1660.42398296628	500	100	 -25	 -10	0.0	0.0
70	3	3	582.905383656051	-20.3527892649091	5.10702591327572e-17	1	0.866208284672439	0	1744.6012727322	500	100	 -25	 -10	0.0	0.0
25	2	3	2235.53041146341	-500	0	329.836027886649	-12.7139439250668	0	1704.14338988881	500	100	 -25	 -10	0.0	0.0
15	2	3	73.1689204693366	-8.91417884389281	1.99840144432528e-17	516.932267984415	-24.334460256109	9.99200722162641e-17	1700.5028462483	500	100	 -25	 -10	0.0	0.0
15	2	3	73.1689204693366	-8.91417884389281	1.99840144432528e-17	516.932267984415	-24.334460256109	9.99200722162641e-17	1700.5028462483	500	100	 -25	 -10	0.0	0.0
53	3	3	173.042917858991	-30.4327806876725	0	351.564463576309	-15.7851581140358	0	1588.87643897369	500	100	 -25	 -10	0.0	0.0
89	2	3	162.692594409723	-10.1417160395139	0	547.053313388041	-39.5488172585608	0	1724.43336785985	500	100	 -25	 -10	0.0	0.0
26	2	3	350.077600988429	-13.5285519048705	4.44089209850063e-18	2224.96401843823	-500	8.88178419700125e-18	1741.37541659912	500	100	 -25	 -10	0.0	0.0
26	2	3	350.077600988429	-13.5285519048705	4.44089209850063e-18	2224.96401843823	-500	8.88178419700125e-18	1741.37541659912	500	100	 -25	 -10	0.0	0.0
97	3	3	496.966147732605	-25.9398032906032	4.44089209850063e-18	108.217302147812	-8.64868171326424	2.22044604925031e-18	1778.11515167161	500	100	 -25	 -10	0.0	0.0
50	3	3	219.878778678309	-41.7601663174431	2.06501482580279e-16	352.128099490775	-13.5222172455865	3.86357612569554e-16	1734.50398032273	500	100	 -25	 -10	0.0	0.0
39	3	3	631.977562197138	-25.6265947166943	1.93178806284777e-16	88.153488307552	-11.2769273632089	1.97397653778353e-15	2038.4777828794	500	100	 -25	 -10	0.0	0.0
13	3	3	574.585422051225	-22.1959573951493	4.66293670342566e-17	5.71974017785278	-2.08513104425432	2.22044604925031e-18	1629.41698873002	500	100	 -25	 -10	0.0	0.0
80	3	3	794.345927918243	-500	0	428.563552138966	-14.385283016394	0	1725.30839515663	500	100	 -25	 -10	0.0	0.0
99	3	3	436.457745734932	-13.9908951589167	7.7715611723761e-17	98.0412530941797	-495.852774809026	0	1641.77723165449	500	100	 -25	 -10	0.0	0.0
74	3	3	247.384751737555	-11.8326979378424	6.21724893790088e-17	389.97225308925	-32.882551646554	7.99360577730113e-17	1870.47112013682	500	100	 -25	 -10	0.0	0.0
80	3	3	794.345927918243	-500	0	428.563552138966	-14.385283016394	0	1725.30839515663	500	100	 -25	 -10	0.0	0.0
99	3	3	436.457745734932	-13.9908951589167	7.7715611723761e-17	98.0412530941797	-495.852774809026	0	1641.77723165449	500	100	 -25	 -10	0.0	0.0
25	3	3	94.64912204203	-11.5666275744092	4.44089209850063e-18	404.684388408927	-17.4319234513865	0	1724.95517280508	500	100	 -25	 -10	0.0	0.0
86	1	3	552.571497374003	-22.2210347675126	0	22.5374927856029	-7.13681792965303	2.22044604925031e-18	1648.89072458991	500	100	 -25	 -10	0.0	0.0
86	1	3	552.571497374003	-22.2210347675126	0	22.5374927856029	-7.13681792965303	2.22044604925031e-18	1648.89072458991	500	100	 -25	 -10	0.0	0.0
86	1	3	552.571497374003	-22.2210347675126	0	22.5374927856029	-7.13681792965303	2.22044604925031e-18	1648.89072458991	500	100	 -25	 -10	0.0	0.0
39	2	3	337.106946107845	-12.7682234049409	1.06581410364015e-16	2176.17301239693	-500	4.44089209850063e-17	1722.1858447703	500	100	 -25	 -10	0.0	0.0
39	2	3	337.106946107845	-12.7682234049409	1.06581410364015e-16	2176.17301239693	-500	4.44089209850063e-17	1722.1858447703	500	100	 -25	 -10	0.0	0.0
25	3	3	440.324169121858	-31.383663776208	0	139.250904249227	-1.12643758004647	2.22044604925031e-18	2299.3462959525	500	100	 -25	 0	0.0	0.0
70	3	3	433.25372615515	-20.6479362546686	5.32907051820075e-17	136.283670273754	-13.1302613782921	2.22044604925031e-17	1825.007949971	500	100	 -25	 -10	0.0	0.0
8	2	3	429.71062946017	-50.2901868557516	0	202.421215492263	-2.79305633558098	0.0132188678569914	2272.13700994698	500	100	 -25	 0	0.0	0.0
8	2	3	429.71062946017	-50.2901868557516	0	202.421215492263	-2.79305633558098	0.0132188678569914	2272.13700994698	500	100	 -25	 0	0.0	0.0
18	3	3	141.727877947264	-1.49070925591588	0.039931062464358	1140.37062723106	-78.6023869910066	0	2489.66828739565	500	100	 -25	 0	0.0	0.0
90	1	3	121.914084361258	-0.884222926980382	0.0214299397810201	449.527299597729	-23.4046333985406	0	2435.21446355557	500	100	 -25	 0	0.0	0.0
60	3	3	402.186125193269	-23.4773893113918	0	109.089477709968	-0.153535991528733	0	2221.22816262195	500	100	 -25	 0	0.0	0.0
60	3	3	402.186125193269	-23.4773893113918	0	109.089477709968	-0.153535991528733	0	2221.22816262195	500	100	 -25	 0	0.0	0.0
86	3	3	494.953677529411	-36.6702596245938	0	130.613964750504	-0.706647677303741	0	2253.5902927864	500	100	 -25	 0	0.0	0.0
18	3	3	141.727877947264	-1.49070925591588	0.039931062464358	1140.37062723106	-78.6023869910066	0	2489.66828739565	500	100	 -25	 0	0.0	0.0
10	3	3	122.791450924246	-0.963011815047188	0	750.881738737585	-45.9782900090072	0	2438.19658823431	500	100	 -25	 0	0.0	0.0
61	3	3	123.373358886652	-0.788668447811956	0	497.394005030037	-31.2055181073388	2.22044604925031e-18	2318.34693784159	500	100	 -25	 0	0.0	0.0
18	3	3	116.601221143888	-0.163688358981355	0	522.515867250495	-28.6504943187863	0	2489.42423281773	500	100	 -25	 0	0.0	0.0
39	2	3	646.446027749686	-42.7142723973119	0.00502083800295226	120.743736274141	-0.708086327548512	0	2308.83359829051	500	100	 -25	 0	0.0	0.0
86	3	3	494.953677529411	-36.6702596245938	0	130.613964750504	-0.706647677303741	0	2253.5902927864	500	100	 -25	 0	0.0	0.0
39	2	3	646.446027749686	-42.7142723973119	0.00502083800295226	120.743736274141	-0.708086327548512	0	2308.83359829051	500	100	 -25	 0	0.0	0.0
19	3	3	76.5598797731556	0.850310681173764	0	352.5669965123	-14.3945177200535	0	2176.49547007022	500	100	 -25	 0	0.0	0.0
39	3	3	350.722672960759	-15.1595029892514	0	86.8099673677745	0.673537225417224	0.0262447103815002	2237.16231316258	500	100	 -25	 0	0.0	0.0
64	3	3	443.55129879415	-17.2626206500348	0.0263342019435633	99.9993914453766	-0.257642273946075	0	2561.07446340813	500	100	 -25	 0	0.0	0.0
66	3	3	125.477782063218	-0.504853983057602	2.22044604925031e-18	676.007400128719	-45.3480052516735	2.22044604925031e-18	2400.69163126285	500	100	 -25	 0	0.0	0.0
66	3	3	125.477782063218	-0.504853983057602	2.22044604925031e-18	676.007400128719	-45.3480052516735	2.22044604925031e-18	2400.69163126285	500	100	 -25	 0	0.0	0.0
2	3	3	625.117272767646	-29.0407708006466	0	97.7361783190296	0.286862580806821	0.010337422471202	2572.66742249681	500	100	 -25	 0	0.0	0.0
78	3	3	69.9373526019366	1.08843960736558	0	422.650798046451	-17.9592139382852	0	2161.16161047123	500	100	 -25	 0	0.0	0.0
45	1	3	475.185152315664	-28.3222294188412	0	114.813434346159	-0.850851735511319	0	2241.77711684884	500	100	 -25	 0	0.0	0.0
78	3	3	69.9373526019366	1.08843960736558	0	422.650798046451	-17.9592139382852	0	2161.16161047123	500	100	 -25	 0	0.0	0.0
31	3	3	81.5335705221787	0.628670501565752	2.22044604925031e-18	477.183653074573	-19.3469953505093	0	2427.57021592687	500	100	 -25	 0	0.0	0.0
68	3	3	459.548761566501	-22.3324110627297	0	85.2963622482439	0.980413377004368	0	2270.87719910001	500	100	 -25	 0	0.0	0.0
40	3	3	151.928289573348	-1.14490540888695	0	657.686071314231	-50.8776058183056	2.22044604925031e-18	2468.91234958865	500	100	 -25	 0	0.0	0.0
22	2	3	478.69223755373	-21.1503403616651	0.0122040191026539	96.7120048565647	-0.17439016981662	0	2429.23098619733	500	100	 -25	 0	0.0	0.0
22	2	3	478.69223755373	-21.1503403616651	0.0122040191026539	96.7120048565647	-0.17439016981662	0	2429.23098619733	500	100	 -25	 0	0.0	0.0
89	3	3	133.981059110796	-1.14888775671318	0	975.601403923121	-59.1748649178735	0.018019696056638	2607.9199742467	500	100	 -25	 0	0.0	0.0
56	2	3	99.1690074542703	-0.106255603361636	0	431.574866445827	-16.5628819685794	0	2607.50375933605	500	100	 -25	 0	0.0	0.0
66	3	3	125.477782063218	-0.504853983057602	2.22044604925031e-18	676.007400128719	-45.3480052516735	2.22044604925031e-18	2400.69163126285	500	100	 -25	 0	0.0	0.0
60	3	3	1790.05148365798	-191.362349320417	0	170.93314964938	-2.22598495347629	0.0243194343507353	2244.3874226719	500	100	 -25	 0	0.0	0.0
17	3	3	495.283646023671	-22.1328026836803	2.22044604925031e-18	84.1521955254373	0.45266593504729	0	2342.20392127146	500	100	 -25	 0	0.0	0.0
90	3	3	79.1157498018619	0.649722327758235	0	483.786338089147	-19.3042375988119	6.66133814775094e-18	2423.67349907528	500	100	 -25	 0	0.0	0.0
74	3	3	78.3417067747599	0.628540669370882	0	351.254454249606	-13.2333300228065	0	2269.34814735323	500	100	 -25	 0	0.0	0.0
60	3	3	1790.05148365798	-191.362349320417	0	170.93314964938	-2.22598495347629	0.0243194343507353	2244.3874226719	500	100	 -25	 0	0.0	0.0
8	3	3	472.960908865217	-29.455937191289	0.0286945840899467	139.451602284917	-1.1767843932589	2.22044604925031e-18	2422.28695614047	500	100	 -25	 0	0.0	0.0
97	3	3	639.012728268642	-34.585701256936	0.017213105106609	94.213292603817	0.489270949694156	0	2334.37786143695	500	100	 -25	 0	0.0	0.0
56	3	3	145.814472558106	-1.37959533828692	0.0219214167727772	462.497276133383	-30.0808349180562	0.0159178225531737	2405.67295768596	500	100	 -25	 0	0.0	0.0
29	2	3	698.295109006019	-46.6034032706115	4.44089209850063e-17	138.639269248941	-1.29961016527992	4.44089209850063e-18	2453.00277889259	500	100	 -25	 0	0.0	0.0
50	2	3	526.895501957299	-30.2986463572843	0	116.30029308468	-0.987071877914963	0.00449123700634981	2314.49819136256	500	100	 -25	 0	0.0	0.0
6	3	3	622.925192785267	-30.7381119684409	0.023159981830792	110.766075376254	-0.954003139696331	0	2482.73132454727	500	100	 -25	 0	0.0	0.0
79	3	3	440.747165224076	-23.3859936921803	0	115.198951332595	-0.752740935123515	0	2355.52009155458	500	100	 -25	 0	0.0	0.0
15	2	3	71.9581949649525	0.982852195581145	0	388.968760553774	-15.0797264607694	0.0192099315828483	2218.13230060454	500	100	 -25	 0	0.0	0.0
32	3	3	98.8654886911562	0.143823499410422	0	607.22482322864	-28.7212523818865	0	2540.28014035295	500	100	 -25	 0	0.0	0.0
32	3	3	98.8654886911562	0.143823499410422	0	607.22482322864	-28.7212523818865	0	2540.28014035295	500	100	 -25	 0	0.0	0.0
22	3	3	514.197222810143	-42.7086625491171	0	154.418100733571	-1.5202522058224	0	2307.40855674982	500	100	 -25	 0	0.0	0.0
59	3	3	1213.17965276291	-117.139955014392	0.0225487881810155	152.411745485525	-1.51664352187682	0	2243.26904445141	500	100	 -25	 0	0.0	0.0
54	3	3	468.768005000199	-23.7965012540052	0.0151452578760399	96.479277730147	-0.633594738253772	0.00872755709605141	2187.49023586501	500	100	 -25	 0	0.0	0.0
22	3	3	488.628862099239	-27.3328770655007	0	118.38722067443	-0.386778087541838	0	2434.68692334143	500	100	 -25	 0	0.0	0.0
65	3	3	617.778143871	-32.9927142347635	0	107.638793748794	-0.565076297826231	0	2413.93659899227	500	100	 -25	 0	0.0	0.0
42	2	3	466.467606445469	-18.3277710683166	0	87.4315316862245	0.603851200030683	0	2536.81336843489	500	100	 -25	 0	0.0	0.0
41	3	3	409.547460738325	-16.3691037929615	8.88178419700125e-18	112.106287983886	-0.820441798163924	0	2601.01284770505	500	100	 -25	 0	0.0	0.0
41	3	3	409.547460738325	-16.3691037929615	8.88178419700125e-18	112.106287983886	-0.820441798163924	0	2601.01284770505	500	100	 -25	 0	0.0	0.0
41	3	3	409.547460738325	-16.3691037929615	8.88178419700125e-18	112.106287983886	-0.820441798163924	0	2601.01284770505	500	100	 -25	 0	0.0	0.0
41	3	3	409.547460738325	-16.3691037929615	8.88178419700125e-18	112.106287983886	-0.820441798163924	0	2601.01284770505	500	100	 -25	 0	0.0	0.0
78	3	3	128.208728334667	-0.541571077816106	1.74016356879747e-14	650.858745614041	-42.9776146186664	0	2444.11675498671	500	100	 -25	 0	0.0	0.0
65	2	3	119.864095948314	-1.65025103904839	0.0387612598677119	621.474341881064	-33.0611051808713	2.22044604925031e-18	2397.69062224119	500	100	 -25	 0	0.0	0.0
70	3	3	672.128980081754	-42.1829749266354	0	108.556365546112	-0.206275692144069	0	2299.2639658815	500	100	 -25	 0	0.0	0.0
62	3	3	451.98712921434	-23.2307816439288	0	124.877197515459	-1.65714099364528	1.08801856413265e-16	2392.28122568429	500	100	 -25	 0	0.0	0.0
62	3	3	451.98712921434	-23.2307816439288	0	124.877197515459	-1.65714099364528	1.08801856413265e-16	2392.28122568429	500	100	 -25	 0	0.0	0.0
62	3	3	451.98712921434	-23.2307816439288	0	124.877197515459	-1.65714099364528	1.08801856413265e-16	2392.28122568429	500	100	 -25	 0	0.0	0.0
33	3	3	5309.28449273826	-500	0	161.79713404416	-1.13988104701861	0	2557.26909629677	500	100	 -25	 0	0.0	0.0
68	3	3	729.506015479671	-51.2063141745321	0.000657609174887825	134.694492277507	-0.745232355102515	0	2447.41339423414	500	100	 -25	 0	0.0	0.0
72	3	3	536.658547926407	-32.7910780432802	0.0158246230557112	139.604393616158	-1.33920205866566	0	2471.65275778826	500	100	 -25	 0	0.0	0.0
