"","st1","st2","sg1","sg2","se1","se2","mt1","sdt1","mt2","sdt2","mg1","sdg1","mg2","sdg2","me1","sde1","me2","sde2","nrep"
"1",5000,2500,-10,0,0,0,4929.68870808251,290.032395555121,2608.68223656937,317.804786701141,-10.4609437912612,1.40781612765462,-0.126914893262571,0.365928669393814,0.000641619309634595,0.00165478745173749,0.00187454985886096,0.00375249276246589,100
