"","st1","st2","sg1","sg2","se1","se2","mt1","sdt1","mt2","sdt2","mg1","sdg1","mg2","sdg2","me1","sde1","me2","sde2","nrep"
"1",5000,2500,-10,0,0,0,4900.3381912373,292.490369133603,2658.51437858999,346.044103423028,-10.6793471495447,1.50013441014288,-0.174112580042393,0.392063006836,0.00103858657143613,0.00252570061070649,0.00156197629080415,0.00309129920564696,100
