"","st1","st2","sg1","sg2","se1","se2","mt1","sdt1","mt2","sdt2","mg1","sdg1","mg2","sdg2","me1","sde1","me2","sde2","nrep"
"1",10000,3000,-5,0,0,0,11104.9941667466,984.007883807164,3000.85019369923,2889.44892483885,-13.7098308740347,64.0089944229554,-57.4152281144248,159.633220753525,0,0,0,0,99
