run	imp	exit_code	data_1_theta_1	data_1_gamma_1	data_1_e_1	data_1_theta_2	data_1_gamma_2	data_1_e_2	lnL	sim_theta_1	sim_theta_2	sim_gamma_1	sim_gamma_2	sim_e_1	sim_e_2
16	3	3	5731.62134416209	-12.194741750345	6.96775970254748e-15	7556.1925119694	-32.9429139925352	0.000256191132146339	69294.8877629927	10000	3000	 -25	 -10	0.0	0.0
23	2	3	2274.68983472635	-9.67460176097551	0	10000	-21.8466718674241	0	68516.1976616682	10000	3000	 -25	 -10	0.0	0.0
20	2	3	3328.99453386549	-10.129744158562	0	9900.17200240722	-26.5874125777399	0	69590.3212278362	10000	3000	 -25	 -10	0.0	0.0
50	2	3	8393.31586699656	-45.7254077194557	8.88178419700125e-18	6539.72153559585	-12.5697757745191	4.44089209850063e-18	70395.2611081138	10000	3000	 -25	 -10	0.0	0.0
25	3	3	2951.64942346498	-10.0375124023343	2.30926389122033e-16	9999.99999999999	-24.0709752970002	4.35207425653061e-16	70495.3433465426	10000	3000	 -25	 -10	0.0	0.0
4	2	3	4570.4681449764	-11.3045194064595	3.77475828372553e-16	9236.96142219567	-31.9373912845915	8.41549052665869e-16	69339.5747601801	10000	3000	 -25	 -10	0.0	0.0
69	2	3	3441.70120082134	-10.4637843789062	0	10000	-27.6134527554522	0	69249.9364276766	10000	3000	 -25	 -10	0.0	0.0
86	3	3	3742.54269134874	-10.8039125755788	0.000544616809062857	9999.99999999953	-29.1515021395968	2.22044604925031e-17	69393.2111224934	10000	3000	 -25	 -10	0.0	0.0
30	3	3	7637.89280674751	-29.4681968181005	0.000227881571137065	5112.60131037434	-11.7943474866462	2.22044604925031e-18	68218.3967944313	10000	3000	 -25	 -10	0.0	0.0
73	2	3	2794.63778275854	-9.80671348455722	0	10000	-23.8878430358912	0	69766.9948363449	10000	3000	 -25	 -10	0.0	0.0
83	3	3	9486.38589981685	-26.7326966199554	2.90878432451791e-16	3757.51009311474	-10.9815435168369	1.95399252334028e-16	69770.495427441	10000	3000	 -25	 -10	0.0	0.0
41	3	3	3210.12953600898	-10.7742846775538	4.39648317751562e-16	9999.99999999994	-25.5125510115871	8.92619311798626e-16	69540.1845151258	10000	3000	 -25	 -10	0.0	0.0
29	3	3	5023.99439835334	-11.2493693678693	3.06754621703931e-14	8637.66194269196	-34.1483200515242	0	68973.1587598159	10000	3000	 -25	 -10	0.0	0.0
67	2	3	4406.90237523992	-10.9327474754341	6.86117829218347e-16	10000	-34.0309258580813	0	70009.6303582984	10000	3000	 -25	 -10	0.0	0.0
73	3	3	2839.65263183623	-9.9009993532392	0	10000	-24.5570311609166	0	68938.2701068562	10000	3000	 -25	 -10	0.0	0.0
71	2	3	3462.80116223909	-10.0618322996907	0	9771.49279736987	-27.5248782743931	0	69088.4017873689	10000	3000	 -25	 -10	0.0	0.0
73	3	3	10000	-23.2389869261556	0	2779.89635552433	-10.1124859054902	0	70163.7187515658	10000	3000	 -25	 -10	0.0	0.0
49	3	3	5597.64261705237	-12.2408653512599	8.76854144848949e-15	7309.80692096038	-28.3111103838085	6.52367049269742e-15	70836.3114522539	10000	3000	 -25	 -10	0.0	0.0
78	2	3	10000	-27.7986748185653	0.000155677065335751	3609.44704748745	-10.4805959276982	0	70460.3512666796	10000	3000	 -25	 -10	0.0	0.0
