e_sim,e_mean,e_sd,e_lwr,e_upr,scale_sim,scale_mean,scale_sd,scale_lwr,scale_upr,shape_sim,shape_mean,shape_sd,shape_lwr,shape_upr,theta_sim,theta_mean,theta_sd,theta_lwr,theta_upr,percent_sig
0,8.90401660447e-05,0.000137526540344,0.0,0.000439850964905,50,50.1292038124,4.30721216595,41.5280081346,57.6265695294,0.3,0.300164813053,0.00688762238796,0.288981533397,0.314208378486,100000,99978.6852758,896.048195738,98173.7555605,101710.456888,1.0
