e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,e_3_sim,e_3_mean,e_3_sd,e_3_lwr,e_3_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,gamma_3_sim,gamma_3_mean,gamma_3_sd,gamma_3_lwr,gamma_3_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,theta_3_sim,theta_3_mean,theta_3_sd,theta_3_lwr,theta_3_upr,percent_sig
0.05,0.0434587909912,0.0662700669753,0.0,0.244108553028,0.02,0.0259129220316,0.033385973483,0.0,0.108260536331,0.01,0.0302581782432,0.0600009453163,0.0,0.103363426552,0,-14.6844665116,35.9023305593,-98.2602819209,14.4675134695,-5,-85.4724115183,580.472497195,-145.863927347,6.3937466345,-30,-19.0450871649,44.9186550173,-92.9782097822,8.6088425477,0.002,0.00337369717493,0.00233914713066,0.000279063976685,0.00694177354337,0.006,0.00400793880765,0.00357085030851,0.000374748362593,0.00708814987562,0.002,0.00308286333636,0.00199479682297,0.000193079064091,0.00679886444844,1.37
