e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,e_3_sim,e_3_mean,e_3_sd,e_3_lwr,e_3_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,gamma_3_sim,gamma_3_mean,gamma_3_sd,gamma_3_lwr,gamma_3_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,theta_3_sim,theta_3_mean,theta_3_sd,theta_3_lwr,theta_3_upr,percent_sig
0.05,0.0696324692038,0.0915902323954,0.0,0.339677836371,0.02,0.0262464320726,0.0445828506647,0.0,0.150437512284,0.01,0.0272947231256,0.0339792798823,0.0,0.110946842191,0,-10.0937105352,19.0812357559,-53.9761750524,8.5378847716,-5,-18.7212381163,23.4683041546,-70.7357140065,7.66383966981,-30,-22.224299749,62.4400557907,-158.20278931,6.53261701735,0.002,0.00299434185707,0.00217445093803,0.000466896208383,0.00671275955768,0.006,0.00339843259804,0.00213302908442,0.000303521603475,0.00711753449217,0.002,0.00366674896984,0.00225798226339,0.000304769801338,0.00708434623442,60.0
