run	imp	exit_code	theta_1	gamma_1	e_1	theta_2	gamma_2	e_2	theta_3	gamma_3	e_3	lnL	sim_theta_1	sim_gamma_1	sim_e_1	sim_theta_2	sim_gamma_2	sim_e_2	sim_theta_3	sim_gamma_3	sim_e_3	model	rep
329	1	3	0.00244479639061883	-27.2188747764011	0	0.0011140775879838	0.305532619060368	0.205274393307626	0.00645695373901863	-3.8694247707426	0	459451.307192005	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep1
4411	1	3	0.00258096364053521	-26.7769820264827	0	0.006892176318778	-3.39478284511891	0	0.000321684167792388	100	0	459399.230297008	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep1
3784	1	3	0.00296814600497484	-23.0054541568182	0.0172120578027893	0.00567956977049457	-3.75371325551083	0.0015361610793575	0.00139548947285643	0.0723329576843097	0.130568802049971	459413.702085184	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep2
9123	1	3	0.00294816094603962	-24.3790759741139	0	0.00657181281429672	-3.18612570066234	0	0.00031375205652248	100	0	459358.93583562	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep2
2826	1	3	0.00308370810072404	-16.0275838858759	0	0.00158923229408667	-0.26335509213394	0.140842213508246	0.00519816177846288	-3.65945642928205	0	464777.053294793	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep3
9538	1	3	0.00634424810505168	-3.09001754012387	0	0.000314729926372758	100	0	0.00302106372265694	-17.5154401252374	0	464732.031167835	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep3
1723	1	3	0.0016289147981099	0.947091725722889	0	0.00170868114478578	-46.2832506308843	0	0.00679289303832218	-5.39921147765291	0.0340075280613299	458173.201277491	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep4
6770	1	3	0.000333099972221791	100	0	0.00297164920050358	-21.1146045259956	0	0.00639475032863626	-3.17389904938011	0	458132.454686691	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep4
1577	1	3	0.00248964651159955	-26.9511785053487	0	0.00517427660634621	-4.09440481292844	0	0.00226221433886229	-0.993645104014783	0.108675229303759	456118.232401297	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep5
8024	1	3	0.00693227732349343	-3.3927080519979	0	0.000332948184834133	100	0	0.00245699788778521	-29.7491186709557	0	456059.446825158	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep5
7816	1	3	0.000392197508934952	8.63064382811517	0.208636103252344	0.002922583969461	-23.0976774811277	0.050412384140586	0.00676537251948053	-3.37830347958853	0	465596.146901214	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep6
1296	1	3	0.00030588135403736	100	0	0.00673873144569547	-3.22069449492095	0	0.00281108337842848	-23.0833727199143	0	465551.039369896	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep6
8594	1	3	0.000354256186199902	12.3486420971769	6.98964491937515e-06	0.00650299009712026	-3.24587417474414	0	0.00327934104766762	-23.9703321741093	0.0801892458848526	460248.557161168	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep7
