e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,e_3_sim,e_3_mean,e_3_sd,e_3_lwr,e_3_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,gamma_3_sim,gamma_3_mean,gamma_3_sd,gamma_3_lwr,gamma_3_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,theta_3_sim,theta_3_mean,theta_3_sd,theta_3_lwr,theta_3_upr,percent_sig,reduction
0.05,0.0237696208942,0.040732357416,0.0,0.105042013266,0.02,0.0296657393988,0.0463551152192,0.0,0.128162840536,0.01,0.0289773259155,0.0506866644321,0.0,0.124430045531,0,-13.6949557621,15.7913979308,-47.9912970505,2.09085423119,-5,-14.1527433506,16.9977659341,-49.8403708825,4.07318686566,-30,-10.4513995041,14.979218542,-45.4074609724,3.24060800808,0.002,0.00334062783904,0.00189942616198,0.000780168766894,0.00657786763354,0.006,0.00328015856245,0.00200654007091,0.000542330173771,0.00672653090868,0.002,0.0034011992429,0.00197698118074,0.000603657470172,0.00681389346864,3.0,equal_pol
0.05,0.0237696208942,0.040732357416,0.0,0.105042013266,0.02,0.0296657393988,0.0463551152192,0.0,0.128162840536,0.01,0.0289773259155,0.0506866644321,0.0,0.124430045531,0,-13.6949557621,15.7913979308,-47.9912970505,2.09085423119,-5,-14.1527433506,16.9977659341,-49.8403708825,4.07318686566,-30,-10.4513995041,14.979218542,-45.4074609724,3.24060800808,0.002,0.00334062783904,0.00189942616198,0.000780168766894,0.00657786763354,0.006,0.00328015856245,0.00200654007091,0.000542330173771,0.00672653090868,0.002,0.0034011992429,0.00197698118074,0.000603657470172,0.00681389346864,100.0,2_class
