run	imp	exit_code	theta	shape	scale	e	lnL	sim_theta	sim_shape	sim_scale	sim_e	model	rep
8	1	3	0.00450121879538075	0.180989828078663	89.3570064739172	0	176231.525513071	0.005	0.3	50	0.05	reduced	rep24
44	1	3	0.00477741497118658	0.307707289869113	38.9816254067576	0.0498064863683322	175131.46069815	0.005	0.3	50	0.05	full	rep25
44	1	3	0.00433608940424807	0.1652715991302	88.3548126317885	0	174486.922912454	0.005	0.3	50	0.05	reduced	rep25
16	1	3	0.00503975197869985	0.300699016152039	48.7444156087632	0.0470201790321093	179556.418340223	0.005	0.3	50	0.05	full	rep26
10	1	3	0.00454410461940489	0.179843391714406	88.0977864414895	0	178954.153261241	0.005	0.3	50	0.05	reduced	rep26
43	1	3	0.00509222840997846	0.289298126201202	59.9023997008874	0.0484162101585404	176825.599502373	0.005	0.3	50	0.05	full	rep27
17	1	3	0.00447724457890779	0.178338043553131	89.0151355457072	0	176180.590477689	0.005	0.3	50	0.05	reduced	rep27
33	1	3	0.00512222836304816	0.310113610655929	51.3053238835043	0.0515146228390096	178153.233041613	0.005	0.3	50	0.05	full	rep28
22	1	3	0.00452792862020255	0.181395048579041	88.9022382291557	0	177430.880906613	0.005	0.3	50	0.05	reduced	rep28
4	1	3	0.00496179181328511	0.300806918166811	48.6467340685106	0.0534456857891649	176059.013917679	0.005	0.3	50	0.05	full	rep29
27	1	3	0.00437711713096225	0.167877724419708	88.8136555466938	0	175336.61449583	0.005	0.3	50	0.05	reduced	rep29
47	1	3	0.00579894603873611	0.212166199626253	271.308455479632	0.0521756055139606	176069.933857775	0.005	0.3	50	0.05	full	rep30
5	1	3	0.0043929351709099	0.168838345274017	90.0245228951991	0	175422.247344754	0.005	0.3	50	0.05	reduced	rep30
48	1	3	0.00534060953403264	0.272434087535376	90.2245415011633	0.0475933501814909	176228.146388946	0.005	0.3	50	0.05	full	rep31
39	1	3	0.00450690639695228	0.181736659072204	91.6024602842526	0	175585.829932775	0.005	0.3	50	0.05	reduced	rep31
1	1	3	0.00509649654640245	0.297566289874251	54.905136329219	0.0497911571410246	177948.082550688	0.005	0.3	50	0.05	full	rep32
30	1	3	0.00449553954615066	0.177618597386218	89.0757869970804	0	177260.718085951	0.005	0.3	50	0.05	reduced	rep32
21	1	3	0.00480648965464213	0.334916041188667	32.2009732477129	0.0497974771420204	177485.905077558	0.005	0.3	50	0.05	full	rep33
