run	imp	exit_code	theta	shape	scale	e	lnL	sim_theta	sim_shape	sim_scale	sim_e	model	rep
27	1	3	0.00492827186745401	0.31080363322455	42.8334133349366	0.0471528309376451	177339.848126706	0.005	0.3	50	0.05	full	rep96
40	1	3	NA	NA	NA	NA	177247.355033266	0.005	0.3	50	0.05	reduced	rep96
37	1	3	0.00480463819599632	0.328885388489099	33.8939441448621	0.0521615138878899	176612.837548157	0.005	0.3	50	0.05	full	rep97
19	1	3	NA	NA	NA	NA	176522.931168576	0.005	0.3	50	0.05	reduced	rep97
5	1	3	0.00495999090762108	0.28710892413632	49.2026959695331	0.0469403311498557	179513.581859975	0.005	0.3	50	0.05	full	rep98
32	1	3	NA	NA	NA	NA	179415.759472019	0.005	0.3	50	0.05	reduced	rep98
23	1	3	0.00495022633998865	0.333103409041071	38.7201846301	0.0511634845367132	176672.513587924	0.005	0.3	50	0.05	full	rep99
21	1	3	NA	NA	NA	NA	176564.733666706	0.005	0.3	50	0.05	reduced	rep99
20	1	3	0.00486232406448954	0.343866240971086	32.2677881130491	0.0493485880923367	177900.208070471	0.005	0.3	50	0.05	full	rep100
50	1	3	NA	NA	NA	NA	177812.115528835	0.005	0.3	50	0.05	reduced	rep100
