e_1_sim,e_1_mean,e_1_sd,e_1_lwr,e_1_upr,e_2_sim,e_2_mean,e_2_sd,e_2_lwr,e_2_upr,e_3_sim,e_3_mean,e_3_sd,e_3_lwr,e_3_upr,gamma_1_sim,gamma_1_mean,gamma_1_sd,gamma_1_lwr,gamma_1_upr,gamma_2_sim,gamma_2_mean,gamma_2_sd,gamma_2_lwr,gamma_2_upr,gamma_3_sim,gamma_3_mean,gamma_3_sd,gamma_3_lwr,gamma_3_upr,theta_1_sim,theta_1_mean,theta_1_sd,theta_1_lwr,theta_1_upr,theta_2_sim,theta_2_mean,theta_2_sd,theta_2_lwr,theta_2_upr,theta_3_sim,theta_3_mean,theta_3_sd,theta_3_lwr,theta_3_upr,percent_sig
0.05,0.0206292951789,0.0245697865023,0.0,0.0835742610746,0.02,0.0281918146335,0.0424978445767,0.0,0.0989884660362,0.01,0.0302644359412,0.0253900361033,0.0,0.0810671931846,0,-14.3893461087,14.3208482053,-37.1766126543,2.41158151953,-5,-9.95014022336,12.2130182846,-34.1902857961,4.00956662197,-30,-13.8459558688,22.0527551838,-67.6054433686,5.87555097701,0.002,0.00329322887349,0.00188705986562,0.000960252451161,0.00685426254144,0.006,0.00414441062681,0.00207946140527,0.000564448717814,0.00687444801362,0.002,0.00256867485383,0.00169798305859,0.000469821355811,0.00639764289602,100.0
