run	imp	exit_code	theta_1	gamma_1	e_1	theta_2	gamma_2	e_2	theta_3	gamma_3	e_3	lnL	sim_theta_1	sim_gamma_1	sim_e_1	sim_theta_2	sim_gamma_2	sim_e_2	sim_theta_3	sim_gamma_3	sim_e_3	model	rep
4218	1	3	0.00633199272380316	-5.54665234921297	0.0353558793432974	0.00170617814853518	-44.315629264706	0.0220671101660291	0.00210841863795025	0.13695710413548	0	1086330.65008948	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep1
2400	1	3	0.00346662354637018	-15.1324057205901	0	0.00582513453427421	-2.62870061609064	0	0.000242174565612167	4036.83480259463	0	1086324.71848744	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep1
3063	1	3	0.00486359270250113	-6.58204907787028	0	0.0036125728841611	-1.18017312329076	0.06295375943571	0.0017372254306469	-43.6354685014859	0	1087710.64544781	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep2
1464	1	3	0.00572078307682116	-2.58091294473426	0	0.00366554146517603	-15.4095751452649	0	0.000246037182680368	680.004225226586	0	1087707.58399523	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep2
245	1	3	0.00143725091823585	-70.4719273991815	0.000531226962842157	0.00597970199780061	-6.23197471672328	0	0.00288425322406816	-0.810805909250446	0.0791509093789573	1089435.92996929	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep3
4165	1	3	0.0040045427015523	-11.7648669383037	0	0.000246265512446787	932.198291284524	0	0.00522118498278594	-2.46888087143111	0	1089429.92585104	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep3
1008	1	3	0.00170274816614746	-184.693185735706	0	0.00425462788191588	-10.17110843719	0	0.00497158637564311	-1.76233408859601	0.0476309299491129	1078734.79218256	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep4
2665	1	3	0.00564785110866803	-2.5350681343481	0	0.00369622990184642	-15.712100613187	0	0.000241707875902416	1815.84657844562	0	1078733.14010421	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep4
2417	1	3	0.000428930759366572	2.70889260795915	0.470210127948649	0.00299830541437974	-19.0068021018701	0	0.00646809194131074	-3.16681101708292	0.00560196484537941	1083061.46245748	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep5
898	1	3	0.00340177811696171	-16.4976064446052	0	0.00025720231108079	664.217876732881	0	0.00595305492766593	-2.76144476499202	0	1083061.38729955	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep5
1858	1	3	0.0024855367537062	-26.7350160700382	0.0563678691989262	0.00696969502632396	-3.60379102632996	0	0.000496498358176133	5.16531106296456	0.256984741989491	1083004.19589498	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep6
707	1	3	0.00311412767061503	-17.4759577408532	0	0.00617432124150374	-2.77462352406594	0	0.000243419580347926	5000	0	1082999.41933562	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep6
3719	1	3	0.00654360596261788	-3.18704568488421	0	0.00305435638321247	-20.7292088910576	0.0755984309256646	0.000329508919449293	15.6849560570748	0	1087126.23682157	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep7
4547	1	3	0.00602793099012888	-2.77428636571382	0	0.000254805710129032	802.649418858625	0	0.00332781353040973	-16.4851968767402	0	1087122.80532771	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep7
4013	1	3	0.0043621384155513	-9.43240659195759	0	0.00209002195456405	-160.877597261348	0.0214418469563751	0.00477053384941924	-1.69813663610494	0.0480696847837529	1083044.44737306	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep8
698	1	3	0.00575106208597641	-2.60226041121323	0	0.00369506186850035	-16.3508330354397	0	0.000240458386419267	5000	0	1083039.64019037	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep8
3960	1	3	0.00648737462341845	-3.33706860623253	0	0.000421787898017272	8.89769161389911	0	0.00292177981456266	-19.7829501587628	0.0842290694101804	1082832.69496734	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep9
1946	1	3	0.00543040618781052	-2.42899215504211	0	0.000231590335716549	4497.71606596296	0	0.00379656750098021	-13.3069585777738	0	1082829.16327148	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep9
2934	1	3	0.00460904773115264	-8.81902903583769	0	0.00446814727138387	-1.55269276307301	0.0472977444039843	0.00230812565999907	-191.87273223868	0.0612772017789688	1079218.26324145	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep10
709	1	3	0.000236675867382995	3923.8206104439	0	0.00572578689622213	-2.59728235848423	0	0.00361939310545519	-15.6167742185413	0	1079210.92342608	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep10
4535	1	3	0.00166375545142743	-43.8005779678753	0.040953874371999	0.00227150559309111	0.142676024843392	0.00271386452460415	0.00625617221326326	-5.9897855606759	0.0296151613048321	1087094.70732929	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep11
608	1	3	0.00532490117406405	-2.34270795121058	0	0.000224696781384058	4682.18129327866	0	0.00402676196148083	-13.5166036550025	0	1087088.33568905	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep11
3116	1	3	0.00650787901046108	-5.41447236565538	0.0331622198837637	0.00191456407459377	0.294360391336204	0.00663004292835603	0.00164477454377904	-42.2256961762379	0.00351135711590968	1081639.40581336	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep12
1367	1	3	0.00371432757312423	-13.5740003133107	0	0.00552506465967945	-2.52507194279003	0	0.000235641137623493	2854.52260377844	0	1081635.30045508	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep12
3754	1	3	0.00628195218997357	-5.29569593561061	0.033527030554751	0.00194384909235065	-43.7688975138	0.01137786443618	0.00199681922689649	0.18847491262482	0.00522929304027434	1083990.23662963	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep13
1069	1	3	0.000236227380926874	3448.06914522883	0	0.0059032428302168	-2.63976309463235	0	0.00346056829186949	-16.3919011677906	0	1083984.53572659	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep13
1264	1	3	0.000339163552689302	13.7703270681596	0.0305297696090561	0.00311806086444036	-21.1752350934122	0.0769067995324184	0.0065263395151867	-3.205218138273	0	1086098.67170253	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep14
1299	1	3	0.000251992366539851	1705.84523489607	0	0.00346051623198892	-15.9454042022655	0	0.00590027098067555	-2.71818908952846	0	1086096.25302654	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep14
4160	1	3	0.00165950896291342	-127.076715037959	0.0298493215345762	0.00425156578121135	-1.41428369402901	0.0511987813704487	0.00482081323591366	-8.37562114888602	0	1084885.06159757	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	full	rep15
875	1	3	0.000233954244137564	4361.99784595001	0	0.0039010311788904	-13.7958607333117	0	0.00540757070975672	-2.40493985090708	0	1084880.67730172	0.002	0	0.05	0.006	-5	0.02	0.002	-30	0.01	reduced	rep15
