del_e_sim,del_e_mean,del_e_sd,del_e_lwr,del_e_upr,del_scale_sim,del_scale_mean,del_scale_sd,del_scale_lwr,del_scale_upr,del_shape_sim,del_shape_mean,del_shape_sd,del_shape_lwr,del_shape_upr,del_theta_sim,del_theta_mean,del_theta_sd,del_theta_lwr,del_theta_upr,ins_e_sim,ins_e_mean,ins_e_sd,ins_e_lwr,ins_e_upr,ins_scale_sim,ins_scale_mean,ins_scale_sd,ins_scale_lwr,ins_scale_upr,ins_shape_sim,ins_shape_mean,ins_shape_sd,ins_shape_lwr,ins_shape_upr,ins_theta_sim,ins_theta_mean,ins_theta_sd,ins_theta_lwr,ins_theta_upr,percent_sig
0.04,0.041417693512,0.0033611755839,0.0364209329851,0.0478187439147,50,153.285864396,254.107346971,1.85524012153,761.630006437,0.25,0.252528895609,0.0521908841756,0.159385696559,0.354653973006,0.001,0.00102909948394,7.51741306589e-05,0.000905182017067,0.00118257829713,0.08,0.0816436497786,0.00788893271139,0.0675819748801,0.0985912491651,10,153.285864396,254.107346971,1.85524012153,761.630006437,0.5,0.508680018602,0.410081930632,0.118952401276,1.49367017745,0.0005,0.000536361596324,6.01404162566e-05,0.000461060596649,0.000674668477715,-
