run	imp	exit_code	ins_theta	ins_shape	ins_scale	ins_e	del_theta	del_shape	del_scale	del_e	lnL	sim_ins_theta	sim_del_theta	sim_ins_shape	sim_del_shape	sim_ins_scale	sim_del_scale	sim_ins_e	sim_del_e	model	rep
11	1	3	0.000512234959591311	0.337467531418452	21.1067041971615	0.0723211547924476	0.000974777103864285	0.276932392318047	34.6108073805107	0.0374117802634187	41821.6509066565	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep41
164	1	3	0.000536481500550317	0.337911264381732	24.1406676090836	0.0925031815686109	0.00106813970233547	0.202763074214999	137.216976317148	0.0378583729852916	41672.3838645548	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep42
16	1	3	0.00050590481258172	0.620648530148825	7.93873593906909	0.0903517798700062	0.00121002859936381	0.175984370927234	373.620796576273	0.0411262563567611	42032.4887024994	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep43
135	1	3	0.000469348000246314	1.00299600855612	3.41449881579183	0.0834210723414615	0.00110463159661404	0.158539743246196	358.564832871617	0.0472173039019181	40283.195166808	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep44
11	1	3	0.00050585163775725	0.601072572042119	8.56579532674619	0.0791723167549765	0.000997332197857304	0.27905746420851	35.6011825521178	0.044561555996604	42115.9295578884	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep45
97	1	3	0.00052468939230324	0.366543174918572	22.4572955612135	0.0787777459224319	0.000997114000108231	0.241980333462225	57.9355465945643	0.0382787851009054	41074.6249566756	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep46
59	1	3	0.000479291964989034	0.716118755109832	5.18738511687281	0.0772586196664409	0.00100030219838538	0.301700718252419	36.8158194079025	0.0373536509657231	41195.9982418657	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep47
192	1	3	0.000513357532072429	1.14143031055586	3.84098988691191	0.072776898886169	0.000982192219443172	0.250243528625363	44.8090693427856	0.0442997877125755	41650.5366806698	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep48
195	1	3	0.000486266349630057	1.01001811831914	3.14505282855005	0.0907965068864729	0.00118060263181687	0.241636337501308	136.789083885069	0.0426933746809469	42279.6565836894	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep49
195	1	3	0.00052513184856596	0.643949043690956	7.52886950792002	0.0857595757099255	0.00118436580384576	0.183549906415266	365.868700372798	0.0374012822449981	41403.0622466554	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep50
95	1	3	0.000501793877455504	0.517052064000645	12.2764307737229	0.0810851450160089	0.00104313923957667	0.221736887383353	86.5922163478523	0.0403566950404862	40957.6732303607	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep51
59	1	3	0.000514954937677608	0.458724786940351	15.9647323672728	0.0750764404132502	0.00096237863635147	0.267281002733193	31.1548162471561	0.044411747900234	41642.5642555708	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep52
136	1	3	0.000597208510483204	0.129139581866522	603.135629712982	0.0960977711682613	0.00105295743017543	0.258232877649346	64.4965011043178	0.0378069401940601	41428.9936986151	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep53
184	1	3	0.000505598427191969	0.421702963323095	12.2433228938184	0.0828161389458401	0.00104817168312932	0.215399879980361	107.524411273227	0.0383580339132331	41393.9256672044	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep54
50	1	3	0.000477383386354	0.507652389867702	8.03279881129112	0.0888645488726135	0.000941278030489768	0.355553371188483	18.7306061953486	0.0416168595594801	41205.9719924909	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep55
151	1	3	0.000475398404743614	1.49403218900379	1.73738197406897	0.0785186738967101	0.000972195480245908	0.29799539195649	26.4008804940174	0.0474414182833788	42566.1833310477	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep56
76	1	3	0.000622745226442064	0.149679573588418	517.763143113409	0.0791713278129387	0.000955881869784895	0.2932618670899	27.5886285251686	0.0444222936531263	41454.7779243713	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep57
95	1	3	0.00059833514064924	0.125049514974808	784.64014330589	0.0656277797943745	0.00100354677959568	0.202158876458267	75.5273789202383	0.0519452482168919	41220.2571814009	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep58
169	1	3	0.000536658797607023	0.359021795264698	19.2095889677422	0.0875968083042752	0.00115526456598657	0.184080872287755	309.361671265526	0.0388889383344258	41699.1829603994	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep59
173	1	3	0.000519071907224067	0.496987531121534	11.7849400551806	0.0813982865509431	0.000992245292319389	0.214038980427457	63.7722978783763	0.0394232754025819	42052.2266488443	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep60
152	1	3	0.000508800832857049	0.401619575656292	14.9546114902778	0.0848958024419734	0.00102030455362429	0.257278751511555	48.6344502421425	0.0401053444420654	42293.6351187049	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep61
128	1	3	0.000620542677065475	0.147352725089759	551.598538126495	0.0807995906001665	0.000995486916828418	0.284645521883062	38.0423870827858	0.0469550209808494	41212.8322748704	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep62
63	1	3	0.000506227295116324	0.817521716417507	5.10682685614868	0.077422923990217	0.000943188560248396	0.297741422770696	24.6143873809574	0.0454335965692167	41867.6143442793	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep63
141	1	3	0.000508574850416059	0.910254701460079	4.43146588072136	0.0829547819455447	0.00101676212990372	0.227983183700178	67.8077974736188	0.0401205722737705	42026.8953616069	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep64
75	1	3	0.000504268575994402	0.410301597180809	15.4331197723219	0.0855122610742515	0.00109230246526737	0.220421473141935	107.384002179824	0.0442986279649365	41857.3924637497	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep65
113	1	3	0.000574605857911516	0.359487904202128	31.8220337207094	0.0846494395109779	0.000933167196700308	0.328580315113186	22.2760044885933	0.0372484383410851	41394.2354015252	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep66
50	1	3	0.000586158008395325	0.0928651313181422	1000	0.0891261409230875	0.00117167300907788	0.204230127955588	225.282591208341	0.046008179599428	41749.255671887	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep67
138	1	3	0.000479613863851791	0.758928619981506	5.01115864774947	0.0778875248716452	0.00111501217893257	0.211357482327604	131.001382392275	0.0400231314798489	42097.6435843558	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep68
99	1	3	0.000456766181845366	0.607981086443467	6.17351069473352	0.0725212838653465	0.00102668610481206	0.24711335179945	55.8645120017205	0.0452984448894695	41237.587289412	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep69
91	1	3	0.000641695143400694	0.134779220423356	544.92347604981	0.0975274900519214	0.000986999380902044	0.345787198185847	25.0173561894957	0.0416776589558833	42598.7754431435	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep70
181	1	3	0.000522781153454993	0.367045145812649	21.9260737188992	0.0767988232557126	0.00102517469657856	0.202518089786931	92.654612070827	0.0421506888803354	41663.0375298657	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep71
127	1	3	0.00060924814308877	0.121220729536991	736.197749897222	0.0904990496920265	0.000994291348858574	0.330281638326954	28.1151739068406	0.0460527328533824	41608.1133682094	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep72
54	1	3	0.000529696043243571	0.397303249057574	20.5588972909461	0.0747354508737626	0.00105307020583117	0.231293049380089	73.3450885022315	0.0376655551211526	42280.7162459046	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep73
140	1	3	0.000496577264379748	0.543738799847429	8.9954317702493	0.0702499982495011	0.00101946511304667	0.190867877018104	100.795492568691	0.044694177190037	41740.5401574004	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep74
129	1	3	0.000521365275463826	0.319193975334348	29.8189751831629	0.0703022225008892	0.00094500496422063	0.284463476958197	30.2946216000047	0.0407626325675574	40793.5128014689	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep75
169	1	3	0.000538260879183932	0.281154853707835	45.7230195222927	0.0675250095974464	0.00101543917501143	0.255352902791251	48.4757096060141	0.0403294219659959	41862.5408919658	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep76
102	1	3	0.000498512955056151	0.530984287772781	8.4134069685485	0.0996462327767562	0.00113741809114157	0.214975536268593	149.65253530499	0.041088620202778	42220.36339139	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep77
124	1	3	0.000478322657434962	0.681857634363212	5.35237762142828	0.0767568147925311	0.00103468927325919	0.265965588773158	50.4620696235746	0.0427462776243855	41938.3940724845	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep78
11	1	3	0.000548428692591988	0.225769270123774	62.9509916012741	0.0886283265729428	0.000991002938898604	0.366710349621543	23.3223902291496	0.0371286868959076	41982.8745916635	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep79
198	1	3	0.000498591842607586	0.397043557333302	14.7187437302325	0.0968077581129351	0.00120468763580695	0.197177733460677	277.949808499915	0.0422871307073127	41582.7518444942	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep80
54	1	3	0.000464941509560712	1.0755308870272	3.1441923839759	0.0709719552273389	0.000991832947176222	0.268635343759108	37.4303425261697	0.0427653838027272	41522.9570434277	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep81
184	1	3	0.000512140256253079	1.19902800602286	2.97107571435383	0.0827016288737367	0.00110346028613945	0.217027367518514	121.488502866497	0.042631299771478	42690.5253364527	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep82
188	1	3	0.000487005803487006	0.382332547875952	16.9357602893175	0.0719337437377987	0.000958239059136098	0.212913054159963	55.5223513809853	0.0403578717816441	40682.8098514534	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep83
48	1	3	0.000510978674870058	0.623185200810402	6.91557784210483	0.0829857199710587	0.00105971847884504	0.259819398643971	58.0389773307958	0.039209494739188	42977.8520758304	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep84
135	1	3	0.000695758496336906	0.163196922606024	605.914569914028	0.0812717870965574	0.00117950147734754	0.196282030103729	263.452816888675	0.0423819005814032	41840.8698805675	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep85
14	1	3	0.000500435925461826	0.508450759150805	11.1785095797958	0.0805701677025504	0.00099656011019625	0.278693875392724	42.9356246608377	0.0459092026599956	40762.7564299757	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep86
43	1	3	0.000675035500321851	0.174978128576346	490.66854847528	0.0754520038010929	0.00090389860593778	0.295674471490072	17.0972448054533	0.0428416827421124	42049.4043829352	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep87
190	1	3	0.000478012402922184	1.12400005638389	2.60504595668947	0.0776608633928107	0.00106350746043838	0.218092582765158	97.1921216221429	0.0397739118312447	42074.4801938086	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep88
135	1	3	0.000618593318895316	0.11810997383021	705.682991597874	0.0995536978866194	0.00114526879294971	0.160320697589226	378.037291157109	0.0389613830475611	42186.4928910412	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep89
115	1	3	0.000598299921605579	0.146785489459315	502.556173940542	0.0836950258418536	0.000921214634895446	0.307294193913237	22.7356013282172	0.0430470677266603	40371.7436329344	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep90
141	1	3	0.000547938176128096	0.288799592813731	42.907701476286	0.0751807415044191	0.00107650864034148	0.222617086404632	108.298817916666	0.0426731360650776	41438.9869292225	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep91
153	1	3	0.000526613138957845	0.487673672402465	11.8024567964654	0.0904468618915239	0.00103395393275795	0.253006505237843	60.6038491961138	0.0437668258854704	42049.9480491941	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep92
25	1	3	0.000549312307083335	0.304617693968853	37.9689912022174	0.0753529187617054	0.000900679843828476	0.336770442278417	17.4003230492903	0.0344712836886086	41014.9612382573	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep93
83	1	3	0.000472016086714784	0.317368092311533	16.9018664913051	0.0914712691376094	0.000930763659061565	0.400962228094884	13.558656088222	0.0392723221978193	41299.0539425863	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep94
135	1	3	0.000509552716222389	0.452521787038469	13.690008751553	0.0778432029089222	0.000972479321255906	0.296095036275363	31.8303880090668	0.0381088356871831	41290.9162689666	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep95
152	1	3	0.000470708966728196	2.79398789945178	0.996927836127252	0.0883350695946783	0.00100387086394056	0.338900046974069	22.6554198083751	0.048160133771574	42710.9730894273	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep96
13	1	3	0.000574391145345978	0.119883505294784	678.112162748031	0.0730861150770851	0.000994573695720042	0.219806471447585	63.2847886029575	0.0383658579446421	41117.5295259281	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep97
62	1	3	0.000611380731461573	0.127417289169197	621.023094703013	0.0802244236382312	0.00100423916767993	0.270363802463249	42.1477741691679	0.0459032985266208	42015.7272020339	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep98
35	1	3	0.000566377810493809	0.249254636391073	72.5570821118013	0.0883724379716517	0.00100860650156468	0.233128430482258	61.4832254502101	0.0370194479551213	41611.2691088215	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep99
179	1	3	0.000499731069058624	0.910937787660305	4.04872990111759	0.0865892452045259	0.000955167566035458	0.279840934189881	33.0013895723873	0.0482156038089577	41365.7140387869	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep100
